tarih,fonKodu,bb,byf,d,db,bpp,btaa,btas,dt,dot,eut,fb,fkb,gas,gsykb,gsyy,gykb,gyy,hb,hs,kba,kh,khau,khd,khtl,kks,kksd,kkstl,kksyd,km,kmbyf,kmkba,kmkks,kibd,osks,ost,r,t,tpp,tr,vdm,vm,vmau,vmd,vmtl,vint,yba,ybkb,ybosb,ybyf,yhs,ymk,yyf,oksyd,osdb
2026-09-04,SSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,96.99,1.48,,,,,,,0.54,,
2026-09-04,SSS,,,,,,,,,,,,,,,,,,,93.04,,,,,,,,,,,,,,,,,,,5.08,,,,,,,,,,,,,,1.88,,
2026-09-04,SST,,1.58,,,,,,,,,,,,,,,,,51.05,,,,,,,,,,,,,,,,,,,15.24,,,,,,,32.13,,,,,,,,,
2026-09-04,ST1,,,0,,,,,,,,,,,,,,,,90.32,,,,,,,,,,,,,,,,,,,5.39,,,,,,,4.29,,,,,,,,,
2026-09-04,STI,,,,,,,,,,,,,,,,,,,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,13.01,,,,,53.88,,3.74,,
2026-09-04,STM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
2026-09-04,STS,,,,,,,,,,,,,,,,,,,,11.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.38
2026-09-04,STZ,,,,,,,,,,,,,,,,,,,83.95,,,,,,,,,,,,,,,,,,,7.55,,,,,,,6.06,,,,,,,2.44,,
2026-09-04,SUA,,,,,,,,0.63,,,2.88,,,,,,,,1.7,,,,,,,,0.5,,,,,,1,,1.17,,,0.02,63.46,,,,,6.8,1.49,,,,,3.87,,16.48,,
2026-09-04,SUB,,,,,,,,,,,,,,,,,,,64.46,,,,,,,,,,,,,,,,,,,0.19,19.98,,,,,,6.78,,,,,,,8.59,,
2026-09-04,SUC,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,1.95,12.72,,,,,,2.52,,,,,75.2,,7.06,,
2026-09-04,SUR,,,0,,,,,,,,,,,,,,,,84.54,,,,,,,,,,,,,,,,1.44,,,0.26,5.12,,,,,,,,,,,,,8.64,,
2026-09-04,SVB,,,0,,,,,,,,,,,,,,,,70.62,,,,,,,,,,,,,,,,,,,6.13,,,,,,,14.13,,,,,5.71,,3.41,,
2026-09-04,SVS,,,,,,,,,,,3.48,,,1.59,,,,,67.32,,,,,,,,,,,,,,,,8.8,,,,,,,,,15.46,3.35,,,,,,,,,
2026-09-04,SVY,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04,SYF,,,,,,,,,,,,,,,,,,,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,
2026-09-04,SYL,,,,,,,,,,,,,,0.4,,,,,95.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.21,,
2026-09-04,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
2026-09-04,SYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,96.89
2026-09-04,T3B,,,,,,,,,,,2.53,,,2.03,,,,,87.72,,,,,,,,,,,,,,,0.24,,-3.85,,,6.65,1.68,,,,,0.01,,,,,,,2.99,,
2026-09-04,TAL,,4.11,,,,,0.48,,,,,,,,,,,,15.42,,,,,,,,,,74.25,,,,,,,,,,,,,,,,,,,,,,,5.74,,
2026-09-04,TAO,,,,,,,,15,,,,,,,,,,,56.65,,,,,,,,,,,,,,,,,,,,12.83,,,,,0.03,15.49,,,,,,,,,
2026-09-04,TAR,,,,,,,,,,,,,,,,,,,28.83,,,,,,,,,,,,,,,,,,,0.5,6.48,,,,,,,,,,,64.19,,,,
2026-09-04,TAU,,,,,,,,,,,,,,,,,,,90.54,,,,,,,,,,,,,,,,,,,,6.9,,,,,,1.78,,,,,,,0.78,,
2026-09-04,TAZ,,,,,,,,1.8,,,,,,,,,,,84.75,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,,,,,,,9.42,,
2026-09-04,TB9,,,0.83,,,,,,,,,,,,,,,,,0.02,,,7.58,,,1.83,,,,,,,2.95,,,,,,33.27,,,,10.82,0.08,,,,,,,,23.87,,18.75
2026-09-04,TBP,,,,,,,,,,,1.14,,,,,3.65,,,,,,,,,,,,,,,,,,,0.13,,,,9.13,,,,,,3.39,,,,5.65,,,76.91,,
2026-09-04,TBT,,,,,,,,91.28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,5.02,,,,,,,,3.51,,
2026-09-04,TBV,,,,,,,,,,,41.96,,,,,,,,,,,,,,,,,,,,,,,,45.02,,,10.24,2.58,0.2,,,,,,,,,,,,,,
2026-09-04,TCA,,,16.09,,,,0.25,,,,,,,1.19,,0.12,,,,,,,,,,,,,52.26,3.89,,26.21,,,,,,,,,,,,,,,,,,,,,,
2026-09-04,TCB,,,,,0.54,,,12.78,,,19.61,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,27.63,3.85,,,,35.1,,,,,,,,,,
2026-09-04,TCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,0.03,,,,,9.24,75.04,,,,14.37
2026-09-04,TCD,,,,,,,,0.01,,,3.94,,,,,,,,72.02,,,,,,,,,,,,,,,,,,,0.06,7.23,,,,,0.01,0.71,,,,0.77,10.07,,4.45,,0.73
2026-09-04,TCF,,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,2.6,,,,0.53,,,83.88,,
2026-09-04,TCG,,,,,,,,,,,,,,,,,,,81.43,,,,,,,,,,,,,,,,,,,0.08,11.4,,,,,0.49,6.26,,,,,,,0.34,,
2026-09-04,TCH,,1.78,,,,,,2.47,,,61.19,,,,,,,,14.43,,,,,,,,,,,2.91,,,,,4.81,,,0.35,3.26,1.71,,,,0.04,1.53,,,,,,,5.52,,
2026-09-04,TCI,,,,,,,,,,,9.81,,,,,,,,30.54,,,,,,,,,,,,,,,,,,,,33.9,,,,,0.03,7.22,,,,,,,18.5,,
2026-09-04,TCS,,,,,,,,,,,,,,,,,,,82.13,,,,,,,,,,,,,,,,,,,0.05,8.34,,,,,0.01,5.81,,,,,,,3.66,,
2026-09-04,TDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26,,,,,,3.18,,74.49,8.27,,,,,,9.8
2026-09-04,TDP,,,,,,,,,,,,,,,,,,,,97.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,,
2026-09-04,TE3,,5.59,,,,,,24.68,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,3.59,,,,38.4,,,,,2.03,11.25,,,,,,,13.49,,
2026-09-04,TE4,,,,,,,,48.72,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,39.91,,,,,2.27,3.99,,,,,,,4.99,,
2026-09-04,TEJ,,,,,,,,,,,,,,,,,,,9.81,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,77.3,,,12.04,,
2026-09-04,TFE,,,,,,,43.71,,,,,,,,,,,,,,,,,17.41,,,,,,,,,,35,,,,,,,,,,,,,,,,,,3.88,,
2026-09-04,TFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,99.87,,,,,
2026-09-04,TFU,,,,,,,,83.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.41,,,,,,,,,,,,,,,
2026-09-04,TGA,,,,,,,,,,,,,,,,,,,83.67,,,,,,,,,,,,,,,,,,,4.94,,,,,,,11.28,,,,,,,0.1,,
2026-09-04,TGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,1.75,,,,,,0.24,,,,93.01,2.49,,1.67,,
2026-09-04,TGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
2026-09-04,TGR,,,,,,,,,,,,,,,,,,,31.04,,,,,,,,,,,,,,,,,,,0.64,1.82,,,,,,,,,,,66.04,,0.46,,
2026-09-04,TGT,,,,,,,,41.94,,,12.64,,,,,,,,,,,,,,,,,,,,,,,,29.38,,,,13.01,1.25,,,,1.77,,,,,,,,,,
2026-09-04,TGV,,,,,,,,,,,,,,,,,,,99.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
2026-09-04,TGZ,,,,,,,,,,,,,,,,,,,85.9,,,,,,,,,,,,,,,,,,,,6.81,,,,,0.02,7.27,,,,,,,,,
2026-09-04,THD,,,,,,,,,,,,,,,,,,,88.78,,,,,,,,,,,,,,,,,,,6.9,,,,,,,4.31,,,,,,,0.01,,
2026-09-04,THF,,,,,,,,,,,0.02,,,,,,,,88.23,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,,,,,,,7.88,,
2026-09-04,THG,,,,,,,,8.45,,,55.52,,,,,,,,,,,,,,,,,,,,,,,,4.16,,,0.03,25.55,,,,,0.07,,,,,,,,6.22,,
2026-09-04,THH,,,,,,,,,,,,,,,,,,,103.11,,,,,,,,,,,,,,,,,,,-3.13,,,,,,0.02,,,,,,,,,,
2026-09-04,THO,,6.83,,,,,,,,,,,,,,,,,,,,,9.13,8.65,,46.51,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88,
2026-09-04,THS,,,,,,,,,,,,,,,,,,,2.14,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,,75.16
2026-09-04,THT,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04,THV,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04,TI1,,,,,,,,12.64,,,1.34,,,,,,,,,,,,,4.41,,,0.61,,,,,,,0.07,0.19,,,0.23,39.22,0.02,,,,41.27,,,,,,,,,,
2026-09-04,TI2,,1.2,,,,,,,,,,,,,,,,,92.17,,,,,,,,,,,,,,,,,,,,1.68,,,,,,3.15,,,,,,,1.8,,
2026-09-04,TI3,,,,,,,,,,,,,,,,,,,97.77,,,,,,,,,,,,,,,,,,,,0.47,,,,,,0.97,,,,,,,0.79,,
2026-09-04,TI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,89.73,,,,,,3.65,,,,,,,6.38,,
2026-09-04,TI6,,,,,,,,91.01,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,,,,4.01,,,,,,0.02,,,,,,,,,
2026-09-04,TI7,,,,,,,,,,,,,,0.31,,3.34,,,2.93,,,,,,,,,,,,,,,,0.04,,,,77.87,,,,,,2.1,,0.02,,7.23,5.14,,1.02,,
2026-09-04,TIE,,,,,,,,,,,,,,,,,,,93.72,,,,,,,,,,,,,,,,,,,,5.71,,,,,,,,,,,,,0.57,,
2026-09-04,TIL,,,,,,,,,,,,,,,,,,,98.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,
2026-09-04,TIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78,2.11,0.01,,,,,,,16.87,,73.23
2026-09-04,TIV,,,,,,,,42.77,,,11.77,,,,,,,3.57,,,,,,,,,1.38,,,,,,,3.1,14.55,,,4.95,13.4,0.16,,,,4.35,,,,,,,,,,
2026-09-04,TJB,,,,,,,,0.28,,,3.74,,,,,,,,72.69,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,,,,,7.69,,12.02,,
2026-09-04,TJF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,0.86,,,,,14.94,,,83.72,,
2026-09-04,TJI,,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,2.46,,,,8.31,,,79.73,,
2026-09-04,TJL,,,,,,,,,,,,,,1.31,,0.59,,,81.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.35,,
2026-09-04,TJT,,,,,,,,2.14,,,,,,,,,,,,61.2,,,,,,,,,,,,,7.56,,,,,,,,,,,3.77,,,,,,,,10.67,,14.66
2026-09-04,TKF,,6.5,,,,,,,,,,,,,,,,,83.05,,,,,,,,,,,,,,,,,,,0.05,1.03,,,,,0.01,0.15,,,,,,,9.21,,
2026-09-04,TKH,,,,,,,,,,,,,,,,,,,95.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.76,,
2026-09-04,TKK,,4.64,,,,,,,,,,,,7.59,,3.89,,,4.72,,,,,,,,,,,5.99,,,,,,,,,0.45,,,,,,2.45,,,,,,,70.27,,
2026-09-04,TKM,,,,,,,,10.15,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,67.8,0.26,,,,21.68,,,,,,,,,,
2026-09-04,TLC,,,0.02,,,,,41.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.51,,,,,1.52,2.72,,,,0.66,,,1.95,,
2026-09-04,TLE,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.01,,,,,,,,,,0.02,,33.64,51.01,,,,14.82,,
2026-09-04,TLH,,,,,,,,,,,,,,,,,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,8.3,,
2026-09-04,TLK,,,,,,,33.43,,,,,,,,,,,,,,,,,50.09,,,0.08,,,,,,,16.4,,,,,,,,,,,,,,,,,,,,
2026-09-04,TLT,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.14,,95.81
2026-09-04,TLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.39,,,,,,,,,,,,,,,8.61
2026-09-04,TLV,,8.1,,,,,25.45,,,,,,,,,,,,,,,,,37.16,,,17.6,,,,,,,11.69,,,,,,,,,,,,,,,,,,,,
2026-09-04,TLY,,,,,,,,,,,4.37,,,,,,,,81.98,,,,,,,,,,,,,,,3.31,,-7.61,,,9.22,,,,,0.52,0.15,,,,,,,8.06,,
2026-09-04,TLZ,,,,,,,,,,,,,,,,,,,88.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22,,
2026-09-04,TMC,,,,,,,,0.14,,,9.35,,,,,,,,56.34,,,,,,,,,,,,,,,,,,,,16.63,,,,,,12.39,,,,,,,5.15,,
2026-09-04,TMG,,,,,,,,,,,,,,0.38,,0.33,,,,,,,,,,,,,,,,,,,,,,,3.98,,,,,,0.01,,0.02,0.21,3.99,86.5,,4.58,,
2026-09-04,TMH,,,,,,,,,,,,,,,,,,,99.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,
2026-09-04,TMM,,0.43,,,,,,,,,,,,,,,,,0.43,0.69,,,,,,,,,,,,,,,,,,,37.12,,,,,,,,,,0.93,0.34,,15.96,,44.1
2026-09-04,TMR,,,,,,,,10.51,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,58.24,,,,,,,,4.25,,
2026-09-04,TMS,,,1.42,,-4.64,,,,,,,,,,,,,,56.54,,,,,,,,,,,,,,,,,,,0.09,3.49,,,,,0.03,11.56,,,,,31.31,,0.2,,
2026-09-04,TMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
2026-09-04,TMV,,,,,,,,,,,0.11,,,,,,,,81.57,,,,,,,,,,,,,,,,,-0.47,,,12.3,0.71,,,,2.31,3.45,,,,,,,0.02,,
2026-09-04,TMZ,,,,,,,,,,,,,,,,,,,8.08,,,,,,,,,,,,,,,,,,,,3.64,,,,,,0.01,,,,47.9,,,40.37,,
2026-09-04,TNB,,,,,,,,,,,,,,,,,,,,97.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,
2026-09-04,TND,,,,,,,,,,,41.93,,,,,,,,,,,,,,,,,,,,,,,,30.22,,,18.15,2.93,0.59,,,,6.18,,,,,,,,,,
2026-09-04,TNF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,
2026-09-04,TNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.91,,,,,,,90.09,,
2026-09-04,TNI,,,,,,,,48.51,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,40.57,,,,,4.21,4.24,,,,0.47,,,1.99,,
2026-09-04,TNK,,,4.3,,,,,43.96,,,16.48,,,,,,,,,,,,,,,,0.5,,,,,,,4.14,6.93,,,,13.1,0.93,,,,9.66,,,,,,,,,,
2026-09-04,TNS,,,,,,,,,,,,,,,,,,,54.69,,,,,,,,,,,,,,,,,,,,,,,,,,17.99,,,,,,,27.32,,
2026-09-04,TO8,,,,,,,,,,,,,,,,,,,,77.93,,,,,,,,,,,,,,,,,,,22.07,,,,,,,,,,,,,,,
2026-09-04,TOK,,,,,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,,1.04,,,,,,67.78,,,,7.37,0.02,,,,,,,,15.17,,4.48
2026-09-04,TOT,,,7.16,,,,,0.22,,,51.71,,,,,,,,,,,,,,,,,,,,,,,13.44,11.1,,,4.22,9.31,,,,,2.84,,,,,,,,,,
2026-09-04,TP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,8.98,,,,3.09,,86.16
2026-09-04,TP2,,,,,14.19,,,10.01,,,1.28,,,,,,,,,,,,,2.26,,,0.22,,,,,,,5.82,0.01,,,,65.16,0.8,,,,0.25,,,,,,,,,,
2026-09-04,TPC,,18.77,,,,,,,,,,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.83,,,,50.13,1.04,,26.46,,
2026-09-04,TPE,,,,,,,,,,,,,,2.38,,3.54,,,,5.19,,,,,,,,,,,,,,,,,,,5.71,,,,,,2.36,,,,,,,,3.18,77.64
2026-09-04,TPF,,,,,,,,33.89,,,43.48,,,,,,,,2.61,,,,,,,,,,,,,,,,3.34,,,0.64,15.96,,,,,0.08,,,,,,,,,,
2026-09-04,TPJ,,,,,,,,,,,,,,,,,,,,30.82,,,,,,,,,,,,,4.61,,,,,,,,,,,19.04,,,,,,,,,,45.53
2026-09-04,TPL,,,,,,,,1.17,,,,,,,,,,,,45.88,,,,,,,,,,,,,,,,,,,4.39,,,,,1.12,3.43,,,,,,,,,44.01
2026-09-04,TPO,,,,,,,,,,,54.89,,,,,,,,,,,,,,,,,,,,,,,,35.64,,,7.54,1.75,0.18,,,,,,,,,,,,,,
2026-09-04,TPP,,,,,,,,41.43,,,,,,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.81,7.06,,,,,13.67,,,,
2026-09-04,TPR,,,,,,,,,,,,,,,,,,,89.96,,,,,,,,,,,,,,,,,,,,10.04,,,,,,,,,,,,,,,
2026-09-04,TPV,,,,,,,,,,,,,,,,,,,24.01,,,,,,,,,,,,,,,,,,,,,,,,,,61.46,,,,,,,14.53,,
2026-09-04,TPZ,,,32.61,,,,13.17,,,,,,,,,,,,,,,,,4.98,,49.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04,TRJ,,,1.57,,1.55,,,39.3,,,32.82,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,1.24,18.92,,,,,,,,,,,,,,,
2026-09-04,TRN,,,,,,,,,,,,,,,,,,,166.83,,,,,,,,,,,,,,,,,-66.83,,,,,,,,,,,,,,,,,,
2026-09-04,TRO,,4.48,,,,,,,,,1.57,,,,,,,,3.47,,,,,,,,,,86.4,,,,,,,,,2.59,,,,,,,,,,,,,,1.49,,
2026-09-04,TRR,,,,,,,,0.01,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,2.1,,,,94.89,,,,,,,,,,
2026-09-04,TRU,,,,,,,,,,,,,,,,,,,,,,,86.72,,,,4.08,,,2.12,,,,3.41,,,,,,,,,,,,,,,1.76,0.77,,1.14,,
2026-09-04,TSI,,,,,,,,40.27,,,14.63,,,,,,,5.55,,,,,,,,,2.48,,,,,,,2.38,18.21,,,,7.57,0.2,,,,8.71,,,,,,,,,,
2026-09-04,TSP,,,,,,,,,,,,,,,,0.19,,,4.2,22.36,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,0.56,,,,12.58,,59.84
2026-09-04,TTA,,,,,,,,,,,,,,0.36,,0.29,,,,,,,,,,,,,58.94,22.81,4.21,7.01,,,,,,,0.02,,,,,,0.83,,,,5.45,,,0.08,,
2026-09-04,TTE,,,,,,,,,,,,,,,,,,,90.04,,,,,,,,,,,,,,,,,,,,9.32,,,,,,,,,,,,,0.64,,
2026-09-04,TTL,,,,,,,,,,,13.79,,,,,,,,76.4,,,,,,,,,,,,,,,,4.77,,,0.03,3.34,,,,,0.03,1.64,,,,,,,,,
2026-09-04,TTP,,,,,,,,,,,,,,,,,,,,96.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,2.21
2026-09-04,TTS,,,,,,,,,,,,,,,,,,,,29.52,,,,,,,,,,,,,,,,,,,,,,,0.31,,,,,,12.63,5.97,,,,51.57
2026-09-04,TTV,,,,,,,,,,,25.87,,,,,,,,70.87,,,,,,,,,,,,,,,,,-1.92,,,,,,,,,5.14,,,,,,,0.04,,
2026-09-04,TTZ,,,,,,,,,,,,,,,,,,,84.54,11.16,,,,,,,,,,,,,,,,,,,,,,,0.45,0.11,,,,,,,,3.74,,
2026-09-04,TUA,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,0.02,,30.12,2.12,37.91,18.3,,,,,,,,,,,,1.8,0.95,,,,3.17,,,5.39,,
2026-09-04,TVE,,,0,,,4.21,,,,,,,,,,,,,56.42,,,,,,,,,,,,,,,5.88,,,,,,,,,,,,,,,,31.64,,1.85,,
2026-09-04,TVN,,,,,,,,,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,5.95,66.09,,23.27,,
2026-09-04,TYH,,,,,,,,,,,,,,,,,,,99.68,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.01,,,,,,,,,
2026-09-04,TZC,,,,,,,,,,,,,,,,,,,78.96,,,,,,,,,,,,,,,,,,,,10.07,,,,,,7.15,,,,,,,3.82,,
2026-09-04,TZD,,9.04,,,,,,,,,,,,0.45,,,,,89.4,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,0.16,,
2026-09-04,TZH,,4.14,,,,,,,,,,,,,,,,4.31,14.21,,,,,,,,,,,4.95,,5.01,,,0.13,,,,,,,,,55.66,2.13,,,,,,,9.46,,
2026-09-04,TZL,,,,,,,,12.39,,,2.23,,,,,,,,,,,,,5.69,,,,,,,,,,,1.34,,,3.78,30.17,2.88,,,,41.51,,,,,,,,,,
2026-09-04,TZP,,,-0.06,,,,,,,,10.61,,,,,,,,36.92,,,,,,,,,,,,,,,,,,,0.04,31.04,,,,,0.04,7.85,,,,,,,13.56,,
2026-09-04,TZT,,,,,,,,71.93,,,9.67,,,9.51,,,,2.55,,,,,,,,,,,,,,,,,,,,0.19,6.15,,,,,,,,,,,,,,,
2026-09-04,TZV,,,,,,,,44.31,,,17.53,,,,,,,1.59,,,,,,,,,0.36,,,,,,,0.23,10.93,,,,14.55,2.22,,,,8.28,,,,,,,,,,
2026-09-04,UAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.49,,,,,,,,,,0.22,,,,,,,9.5,,50.79,,
2026-09-04,UAP,,,,,,,,10.66,,,,,,,,,,,0.96,,,,,,,,,,,,,,49.4,,,,,0.02,2.84,,,,4.85,,1.67,,,,,,,29.6,,
2026-09-04,UCN,,,,,,,,,,,,,,,,,,,80.57,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,17.22
2026-09-04,UCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
2026-09-04,UFH,,,,,,,,,,,,,,,,,,,,7.22,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,21.15,,70.69
2026-09-04,UHL,,,,,,,,,,,,,,0.34,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.37,,,,0.09,,95.4
2026-09-04,UHS,,,,,,,,,,,,,,,,,,,99.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,
2026-09-04,ULH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,2.43,,,,,,,75.01,,22.55,,
2026-09-04,ULL,,,,,,,,,,,,,,,,,,,,7.02,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,8.51,,,17.95,,,18.43,47.76
2026-09-04,UNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,
2026-09-04,UP1,,14.94,,,,,,,,,,,,,,,,,4.12,,,,,,,,,,64.28,,,,,,,,,0.01,8.42,,,,,,,,,,,,,8.23,,
2026-09-04,UP2,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,0.02,32.97,,,,,62.79,,,,,,,,,,
2026-09-04,UPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7,,,,,0.01,12.13,,,,0.24,,,,,,,2.68,,9.24,,
2026-09-04,UPH,,,,,,,,,,,,,,,,,,,92.78,,,,,,,,,,,,,,,,,,,,5.19,,,,,,2.03,,,,,,,,,
2026-09-04,UPP,,,,,,,,13.62,,,4.36,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,0.03,65.42,,,,,15.65,,,,,,,,,,
2026-09-04,UPS,,,,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,,,,0.06,0.48,,,,0.78,,0.48,,,,,13.7,,83.93,,
2026-09-04,URA,,,,,,,,,,,1.52,,,,,,,,15.88,,,,,,,,,,,,,,,,,,,,,,,,,4.47,0.26,,,,,68.65,,9.22,,
2026-09-04,URC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
2026-09-04,URD,,,,,,,,,,,,,,,,,,,,,,,87.56,0,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,4.43,6.85,
2026-09-04,URG,,,,,,,,,,,,,,,,,,,,10.24,,,,,,,,,,,,,,,,,,,,,,,,1.14,3.94,,,,,,,4.08,,80.6
2026-09-04,URM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,,,0.26,,,,,,,,,,,99.05
2026-09-04,URS,,,,,,,,,,,,,,,,,,,62.14,20.78,,,,,,,,,,,,,,,,,,,,,,,,2.76,,,,,,,,,,14.32
2026-09-04,URV,,,,,,,,,,,,,,,,,,,96.58,0.43,,,,,,,,,,,,,,,,,,,,,,,,2.92,,,,,,,,0.07,,
2026-09-04,USS,,,,,,,,9.91,,,,,,,,,,,5.89,,,,,,,,,,,,,,,,5.89,,,,,,,,,47.37,,,,,,,,30.94,,
2026-09-04,UST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,,,34.52,,,,,,64.13,,,,,,,,0.08,,
2026-09-04,USY,,,,,,,,0.08,,,1.18,,,,,,,,4.25,,,,,,,,,,,,,,8.43,,0.71,,,0.05,13.9,,,,0.95,,0.81,,,,,9.26,,60.38,,
2026-09-04,UYH,,,,,,,,12.59,,,5.55,,,,,,,,0.21,,,,,,,,,,,,,,,,2.49,,,0.09,66.96,10.39,,,,,1.72,,,,,,,,,
