fonKodu,fonUnvan,fonTipi,fonSinifi,durum,kurucu,fundOid,kategori,kategoriKaynak
ZTG,ZİRAAT PORTFÖY TARIM VE GIDA FON SEPETİ FONU,YF,DG,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328d969f29540196edca1cc67b2a,Fon Sepeti,unvan
ZTLRF,ZİRAAT PORTFÖY BIST TLREF ENDEKSİ (TL) BORSA YATIRIM FONU,BYF,DG,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328d998eebe8019a0c3afddb168c,Diğer,unvan
ZTLRK,ZİRAAT PORTFÖY BIST TLREFK ENDEKSİ KATILIM (TL) BORSA YATIRIM FONU,BYF,KTF,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328d998eebe8019a0c3ad2261681,Katılım,unvan
ZTM25,ZİRAAT PORTFÖY BIST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ YOĞUN BORSA YATIRIM FONU,BYF,HS,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c72f8dbc50173481e12205746,Hisse Senedi,unvan
ZTS,İŞ PORTFÖY YAPAY ZEKA TEKNOLOJİLERİ ŞİRKETLERİ DEĞİŞKEN FON,YF,DG,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d9f52dddd01a07ae94ca426ca,Değişken,unvan
ZTU,ZİRAAT PORTFÖY YÖNETİMİ A.Ş. TURNA ÖZEL GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328d93c3b68c0193df4eb0520ba7,Diğer,unvan
ZTV,ZİRAAT PORTFÖY TÜRKİYE VARLIK FONU İŞTİRAKLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c9f52dc40019fa902cfa35b70,Hisse Senedi,unvan
ZUC,AZİMUT PORTFÖY YÖNETİMİ A.Ş. ÜÇÜNCÜ GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328c9c81f417019c8fd851d366a3,Diğer,unvan
ZUD,ZİRAAT PORTFÖY THE SERBEST ÖZEL FON,YF,SF,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c80e9179001811de1b5f64689,Serbest,unvan
ZUE,ZİRAAT PORTFÖY TS SERBEST ÖZEL FON,YF,SF,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c80e9179001811de282b946b5,Serbest,unvan
ZUG,ZİRAAT PORTFÖY YÖNETİMİ A.Ş. ÜSKÜDAR GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c7707357b0177ceae3f1335b2,Diğer,unvan
ZUN,ZİRAAT PORTFÖY YÖNETİMİ A.Ş. ÜÇÜNCÜ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c906f3e7c01909785fa377bc5,Diğer,unvan
ZUS,ZİRAAT PORTFÖY BAŞAK SERBEST (DÖVİZ-AMERİKAN DOLARI) FON,YF,SF,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c930ce8de01936dea4e5d6cf0,Serbest,unvan
ZVB,ATLAS PORTFÖY SERBEST (TL) FON,YF,SF,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328c745d11ca0174a080b8661281,Serbest,unvan
ZVD,ATLAS PORTFÖY YÖNETİMİ A.Ş. ESTA GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328d7707357f01773d88c4a63556,Diğer,unvan
ZVE,ATLAS PORTFÖY YÖNETİMİ A.Ş. A&AK GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ATLAS PORTFÖY YÖNETİMİ A.Ş.,4028328c7812c9c301781706a6212035,Diğer,unvan
ZVO,ZİRAAT PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,YF,SF,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c812b72a30181907a81363b47,Serbest,unvan
ZYC,ZİRAAT PORTFÖY TS SERBEST (TL) ÖZEL FON,YF,SF,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328d819d4b9d0181cdba819444da,Serbest,unvan
ZYD,ZİRAAT PORTFÖY THE SERBEST (TL) ÖZEL FON,YF,SF,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328d819d4b9d0181cdbb889344ea,Serbest,unvan
ZZL,ZİRAAT PORTFÖY ONDÖRDÜNCÜ SERBEST FON,YF,SF,faal,ZİRAAT PORTFÖY YÖNETİMİ A.Ş.,4028328c7d3c2e72017d94a907fe3813,Serbest,unvan
AAA,BİZİM PORTFÖY BİRİNCİ KATILIM FONU,YF,KTF,kapanmis,,33E5FED7ED1300EAE0530A4A622B2AEA,Katılım,unvan
AAC,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞINCI ALT FON,YF,,kapanmis,,33E5FED7EE4B00EAE0530A4A622B2AEA,Diğer,unvan
AAK,ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FONU,YF,DG,kapanmis,,33E5FED7E72B00EAE0530A4A622B2AEA,Değişken,unvan
AAN,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞÜÇÜNCÜ ALT FONU,YF,,kapanmis,,33E5FED7E88B00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AAR,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞBİRİNCİ ALT FON,YF,,kapanmis,,33E5FED7EE4F00EAE0530A4A622B2AEA,Diğer,unvan
AAU,ATA YATIRIM MENKUL KIYMETLER A.Ş. B TİPİ ŞEMSİYE FONUNA BAĞLI AKTİF DEĞİŞKEN ALT FONU (ÜÇÜNCÜ ALT FON),YF,,kapanmis,,33E5FED7EAD300EAE0530A4A622B2AEA,Değişken,unvan
AAZ,ATA PORTFÖY BİRİNCİ GAYRİMENKUL YATIRIM FONU,GMF,DG,kapanmis,,4028328c644793340164ac8644a9631d,Diğer,unvan
ABB,AK PORTFÖY İKİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,YF,DG,kapanmis,,33E5FED7E64700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
ACE,ALKHAİR PORTFÖY KİRA SERTİFİKASI (SUKUK) KATILIM FONU,YF,KTF,kapanmis,,33E5FED7EE1F00EAE0530A4A622B2AEA,Katılım,unvan
ACH,ACAR YATIRIM MENKUL DEĞERLER A.Ş. A TİPİ HİSSE SENEDİ YATIRIM FONU,YF,,kapanmis,,33E5FED7E6EB00EAE0530A4A622B2AEA,Hisse Senedi,unvan
ACJ,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI YİRMİBİRİNCİ FON,YF,DG,kapanmis,,4028328c6233239d016291213c253e41,Diğer,unvan
ACK,İSTANBUL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,kapanmis,,33E5FED7E6E700EAE0530A4A622B2AEA,Hisse Senedi,unvan
ACL,ALKHAİR PORTFÖY BİRİNCİ KATILIM FONU,YF,KTF,kapanmis,,33E5FED7EBE300EAE0530A4A622B2AEA,Katılım,unvan
ACO,ACTUS PORTFÖY BORÇLANMA ARAÇLARI FONU,YF,DG,kapanmis,,4028328c557eb99801558161bdc109cd,Borçlanma Araçları,unvan
ACR,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI SEKSENBİRİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EA9F00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
ACS,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI SEKSENİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EA9B00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
ACT,ALKHAİR PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,kapanmis,,33E5FED7EE1B00EAE0530A4A622B2AEA,Hisse Senedi,unvan
ACY,ACTUS PORTFÖY 2020 YATIRIM DÖNEMLİ  DEĞİŞKEN FON,YF,DG,kapanmis,,4028328c55a2cb380155e8ecd97c154d,Değişken,unvan
ACZ,İSTANBUL PORTÖY HİTİT SERBEST FON,YF,SF,kapanmis,,4028328c55a2cb380155e8eb3f7c1529,Serbest,unvan
ADD,ANADOLUBANK A.Ş. A TİPİ DEĞİŞKEN FON,YF,,kapanmis,,33E5FED7E72700EAE0530A4A622B2AEA,Değişken,unvan
ADH,ATLAS PORTFÖY BİRİNCİ DEĞİŞKEN FON,YF,DG,kapanmis,,33E5FED7E32F00EAE0530A4A622B2AEA,Değişken,unvan
ADJ,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI YİRMİİKİNCİ FON,YF,DG,kapanmis,,4028328c6233239d016291236c1f3e7e,Diğer,unvan
ADL,ANADOLUBANK A.Ş. B TİPİ LİKİT FON,YF,,kapanmis,,33E5FED7E48F00EAE0530A4A622B2AEA,Diğer,unvan
ADN,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %100 ANAPARA KORUMA AMAÇLI KIRKINCI ALT FONU,YF,,kapanmis,,33E5FED7E79300EAE0530A4A622B2AEA,Diğer,unvan
ADS,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %100 ANAPARA KORUMA AMAÇLI OTUZSEKİZİNCİ ALT FONU,YF,,kapanmis,,33E5FED7E41700EAE0530A4A622B2AEA,Diğer,unvan
ADU,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %100 ANAPARA KORUMA AMAÇLI OTUZDOKUZUNCU ALT FONU,YF,,kapanmis,,33E5FED7E41B00EAE0530A4A622B2AEA,Diğer,unvan
AE4,AGESA HAYAT VE EMEKLİLİK A.Ş. BİRİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EB4300EAE0530A4A622B2AEA,Değişken,unvan
AEE,ALLIANZ HAYAT VE EMEKLİLİK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EFF700EAE0530A4A622B2AEA,Değişken,unvan
AEG,AGESA HAYAT VE EMEKLİLİK A.Ş. MUHAFAZAKAR DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EB5300EAE0530A4A622B2AEA,Değişken,unvan
AEL,AGESA HAYAT VE EMEKLİLİK A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EB6300EAE0530A4A622B2AEA,Kıymetli Madenler,unvan
AEO,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. ATA FİNANS DENGELİ DEĞİŞKEN GRUP EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7F12700EAE0530A4A622B2AEA,Değişken,unvan
AFC,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %100 ANAPARA KORUMA AMAÇLI KIRKİKİNCİ ALT FONU,YF,,kapanmis,,33E5FED7E41F00EAE0530A4A622B2AEA,Diğer,unvan
AFD,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ %104 ANAPARA KORUMA AMAÇLI KIRKDOKUZUNCU ALT FONU,YF,,kapanmis,,33E5FED7ED1B00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AFF,YAPI KREDİ PORTFÖY İKİNCİ BORÇLANMA ARAÇLARI FONU,YF,DG,kapanmis,,33E5FED7EBEF00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AFI,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞİKİNCİ ALT FONU,YF,,kapanmis,,33E5FED7E88700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AFL,AKTİFBANK B TİPİ LİKİT FON,YF,,kapanmis,,33E5FED7E6EF00EAE0530A4A622B2AEA,Diğer,unvan
AFU,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %100 ANAPARA KORUMA AMAÇLI KIRKÜÇÜNCÜ ALT FONU,YF,,kapanmis,,33E5FED7E42300EAE0530A4A622B2AEA,Diğer,unvan
AFY,AKBANK T.A.Ş. B TİPİ FRANKLIN TEMPLETON ŞEMS. FONA BAĞLI LATİN AMERİKA YABANCI MENKUL KIYMETLER 3. ALT FONU,YF,DG,kapanmis,,33E5FED7E40300EAE0530A4A622B2AEA,Diğer,unvan
AFZ,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN  B TİPİ %100 ANAPARA KORUMA AMAÇLI KIRKSEKİZİNCİ  ALT FONU,YF,,kapanmis,,33E5FED7ED1700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AGF,ALTERNATİFBANK A.Ş A TİPİ ANADOLU GRUBU ÖZEL FON,YF,HS,kapanmis,,33E5FED7ECD300EAE0530A4A622B2AEA,Diğer,unvan
AGL,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. DENGELİ DEĞİŞKEN GRUP EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EEC700EAE0530A4A622B2AEA,Değişken,unvan
AH0,ANADOLU HAYAT EMEKLİLİK A.Ş. ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EE6B00EAE0530A4A622B2AEA,Değişken,unvan
AHM,ATLAS PORTFÖY CREDITWEST SERBEST ÖZEL FON,YF,SF,kapanmis,ATLAS PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F10B00EAE0530A4A622B2AEA,Serbest,unvan
AIA,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI ONUNCU FON,YF,DG,kapanmis,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F18B00EAE0530A4A622B2AEA,Diğer,unvan
AIC,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI B TİPİ % 104 ANAPARA KORUMA AMAÇLI SEKSENALTINCI ALT FONU,YF,,kapanmis,,33E5FED7F02300EAE0530A4A622B2AEA,Diğer,unvan
AIG,AZİMUT PORTFÖY İA SERBEST ÖZEL FON,YF,DG,kapanmis,,33E5FED7F08300EAE0530A4A622B2AEA,Serbest,unvan
AIL,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI ONYEDİNCİ FON,YF,DG,kapanmis,,4028328d5b3ef6c7015bb3567d81102f,Diğer,unvan
AIN,ATA PORTFÖY YABANCI BYF FON SEPETİ FONU,YF,DG,kapanmis,,33E5FED7F0A300EAE0530A4A622B2AEA,Fon Sepeti,unvan
AIO,AZİMUT PYŞ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,YF,DG,kapanmis,,33E5FED7F16F00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AIU,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI DOKUZUNCU FON,YF,DG,kapanmis,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F18700EAE0530A4A622B2AEA,Diğer,unvan
AIY,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI B TİPİ % 100 ANAPARA KORUMA AMAÇLI SEKSENYEDİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EF6700EAE0530A4A622B2AEA,Diğer,unvan
AIZ,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI B TİPİ % 102 ANAPARA KORUMA AMAÇLI SEKSENSEKİZİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EFBF00EAE0530A4A622B2AEA,Diğer,unvan
AJD,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI ONDOKUZUNCU FON,YF,DG,kapanmis,,4028328d5c459ee7015c63b4959e6997,Diğer,unvan
AJO,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI ONALTINCI FON,YF,DG,kapanmis,,4028328d5988e263015a69a3a5956755,Diğer,unvan
AJS,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI ONSEKİZİNCİ FON,YF,DG,kapanmis,,4028328d5c459ee7015c63b2b53d6985,Diğer,unvan
AKC,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ELLİÜÇÜNCÜ ALT FONU,YF,,kapanmis,,33E5FED7EE2700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AKJ,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI YİRMİNCİ FON,YF,DG,kapanmis,,4028328d5eed5adf015f72bdc2aa6eaa,Diğer,unvan
AKL,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ELLİİKİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EE2300EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AKR,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %98 ANAPARA KORUMA AMAÇLI ONDÖRDÜNCÜ ALT FONU,YF,,kapanmis,,33E5FED7E77700EAE0530A4A622B2AEA,Diğer,unvan
AKV,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 102 ANAPARA KORUMA AMAÇLI SEKSENİKİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EAAB00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AKZ,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %100 ANAPARA KORUMA AMAÇLI OTUZYEDİNCİ ALT FONU,YF,,kapanmis,,33E5FED7E78F00EAE0530A4A622B2AEA,Diğer,unvan
ALBTS,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. DÖRDÜNCÜ KARMA GAYRİMENKUL YATIRIM FONU,GMF,DG,kapanmis,,4028328c5fc60da7015fdf0f991a5928,Karma,unvan
ALD,AK PORTFÖY İKİNCİ DEĞİŞKEN FON,YF,DG,kapanmis,,33E5FED7EDAB00EAE0530A4A622B2AEA,Değişken,unvan
ALH,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EC4B00EAE0530A4A622B2AEA,Hisse Senedi,unvan
ALL,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. EMANET PARA PİYASASI EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EECB00EAE0530A4A622B2AEA,Para Piyasası,unvan
ALV,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN %100 ANAPARA KORUMA AMAÇLI İKİNCİ FON,YF,DG,kapanmis,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F16700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AMA,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EEB700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AMB,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI GRUP EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EC4F00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AMH,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. ATAK DEĞİŞKEN GRUP EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EEE700EAE0530A4A622B2AEA,Değişken,unvan
AMJ,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN %120 ANAPARA KORUMA AMAÇLI YİRMİALTINCI FON,YF,DG,kapanmis,,4028328c65fd41d80166e95cbfc32682,Borçlanma Araçları,unvan
AMN,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. TEMKİNLİ DEĞİŞKEN GRUP EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş.,33E5FED7EC5B00EAE0530A4A622B2AEA,Değişken,unvan
AMP,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EEBB00EAE0530A4A622B2AEA,Para Piyasası,unvan
AMS,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EF0700EAE0530A4A622B2AEA,Diğer,unvan
AMV,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN %120 ANAPARA KORUMA AMAÇLI YİRMİBEŞİNCİ FON,YF,DG,kapanmis,,4028328c65fd41d80166e95b660b2673,Borçlanma Araçları,unvan
AND,FOKUS PORTFÖY İKİNCİ DEĞİŞKEN FON,YF,DG,kapanmis,,33E5FED7E23F00EAE0530A4A622B2AEA,Değişken,unvan
ANU,AEGON EMEKLİLİK VE HAYAT A.Ş. GELİR AMAÇLI ESNEK EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EF0B00EAE0530A4A622B2AEA,Diğer,unvan
ANY,AEGON EMEKLİLİK VE HAYAT A.Ş. ESNEK EMEKLİLİK YATIRIM FONU,EYF,,kapanmis,,33E5FED7EF0F00EAE0530A4A622B2AEA,Diğer,unvan
AOA,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI %98 ANAPARA KORUMALI B TİPİ OTUZALTINCI ALT FONU,YF,,kapanmis,,33E5FED7E78B00EAE0530A4A622B2AEA,Diğer,unvan
AOC,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞBEŞİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EA5300EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AOE,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞYEDİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EA5B00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AOH,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI ONİKİNCİ FON,YF,DG,kapanmis,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F0C300EAE0530A4A622B2AEA,Diğer,unvan
AOI,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞSEKİZİNCİ ALT FONU,YF,,kapanmis,,33E5FED7EBD300EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AOK,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %100 ANAPARA KORUMA AMAÇLI OTUZİKİNCİ ALT FONU,YF,,kapanmis,,33E5FED7E78300EAE0530A4A622B2AEA,Diğer,unvan
AOM,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI ONBİRİNCİ FON,YF,DG,kapanmis,AK PORTFÖY YÖNETİMİ A.Ş.,33E5FED7F0BF00EAE0530A4A622B2AEA,Diğer,unvan
AON,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞALTINCI ALT FONU,YF,,kapanmis,,33E5FED7EA5700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AOO,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN %105 ANAPARA KORUMA AMAÇLI OTUZALTINCI FON,YF,DG,kapanmis,,4028328d7063adca01707c87d0a744d2,Borçlanma Araçları,unvan
AOR,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 100 ANAPARA KORUMA AMAÇLI ALTMIŞDÖRDÜNCÜ ALT FONU,YF,,kapanmis,,33E5FED7EA4F00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
AOS,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI %100 ANAPARA KORUMALI B TİPİ OTUZBEŞİNCİ ALT FONU,YF,,kapanmis,,33E5FED7E41300EAE0530A4A622B2AEA,Diğer,unvan
AOU,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONUNA BAĞLI B TİPİ %100 ANAPARA KORUMA AMAÇLI OTUZÜÇÜNCÜ ALT FONU,YF,,kapanmis,,33E5FED7E78700EAE0530A4A622B2AEA,Diğer,unvan
AOV,ANADOLUBANK A.Ş. B TİPİ TAHVİL VE BONO FONU,YF,,kapanmis,,33E5FED7E5BB00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
APA,AKBANK T.A.Ş. KORUMA AMAÇLI ŞEMSİYE FONU'NA BAĞLI ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN B TİPİ % 102 ANAPARA KORUMA AMAÇLI ELLİALTINCI ALT FONU,YF,,kapanmis,,33E5FED7EA3300EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
