tarih,fonKodu,fonUnvan,fiyat,kisiSayisi,portfoyBuyukluk,tedPaySayisi
2026-09-11,AGC,AK PORTFÖY İKİNCİ DEĞİŞKEN FON,9.51184,2481,102910520.88,10819202
2026-09-11,AHH,AZİMUT PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,0,15,0,0
2026-09-11,AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),36.360559,2610,112480771.58,3093483
2026-09-11,AHN,ATLAS PORTFÖY SERBEST(DÖVİZ)FON,70.31246,104,33714965.04,479501
2026-09-11,AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,11.614001,588,108867338.12,9373801
2026-09-11,AHV,AZİMUT PORTFÖY DENGELİ FON SEPETİ FONU,0,207,0,0
2026-09-11,AHZ,AZİMUT PORTFÖY ATAK FON SEPETİ SERBEST FON,0,13,0,0
2026-09-11,AI1,ATA PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,0,17,0,0
2026-09-11,AIH,AK PORTFÖY RTH HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),17.360215,4,165107170.31,9510664
2026-09-11,AII,AZİMUT PORTFÖY ÇINAR SERBEST (DÖVİZ) ÖZEL FON,0,3,0,0
2026-09-11,AIM,AK PORTFÖY MİMKA HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),26.998571,1,58378659.07,2162287
2026-09-11,AIR,AZİMUT PORTFÖY ESİN SERBEST (DÖVİZ) ÖZEL FON,0,3,0,0
2026-09-11,AIS,AK PORTFÖY PARA PİYASASI KATILIM FONU,0.109806,23235,11662113707.32,106206278453
2026-09-11,AJ1,A1 CAPİTAL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.353518,86,10283004.1,7597240
2026-09-11,AJE,AK PORTFÖY ÜÇÜNCÜ SERBEST ( DÖVİZ ) FON,64.178939,934,2829370774.89,44085658
2026-09-11,AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,65.405243,134,126872501.37,1939791
2026-09-11,AJL,AK PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,65.190539,1245,4498958394.16,69012444
2026-09-11,AJN,AK PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,62.417326,259,406773214.16,6516992
2026-09-11,AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,0.560538,9235,293218117.63,523101438
2026-09-11,AK3,AK PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),54.429536,20662,8437999610.12,155026117
2026-09-11,AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,0.530378,13379,1045211769.85,1970692053
2026-09-11,AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.002336,17932,2555623222.17,2549665963
2026-09-11,AL4,ALBARAKA PORTFÖY ALBARAKA TÜRK KISA VADELİ KATILIM SERBEST (TL) FON,4.076173,12,1298448776.28,318546011
2026-09-11,AL5,ALBARAKA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,54.617387,2342,13559800690.85,248268937
2026-09-11,AL6,ALBARAKA PORTFÖY VAKIF KATILIM KISA VADELİ KATILIM SERBEST (TL) FON,3.987739,12,5688881057.63,1426593054
2026-09-11,AL7,ALBARAKA PORTFÖY İKİNCİ KISA VADELİ KATILIM SERBEST (TL) FON,3.844473,110,8555370628.68,2225368605
2026-09-11,ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.38508,24884,1681965513.66,4367833439
2026-09-11,ALE,AK PORTFÖY PARA PİYASASI (TL) FONU,13.799779,154822,95220053710.75,6900114238
2026-09-11,AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,117.41592,2838,1440531571.25,12268622.248
2026-09-11,ANL,AK PORTFÖY ALTERNATİF BANK PARA PİYASASI (TL)FONU,38.302615,3609,674259248.88,17603478
2026-09-11,ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,0,156,0,0
2026-09-11,AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0,198,0,0
2026-09-11,AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,0.357046,35304,1000561821.24,2802331749
2026-09-11,AP2,ATLAS PORTFÖY BEŞİNCİ SERBEST (TL) FON,0,33,0,0
2026-09-11,AP4,ATLAS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.970192,11,241789525.81,249218342
2026-09-11,AP5,ATLAS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.845555,17,886741.62,1048709
2026-09-11,AP6,PARDUS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),7.538113,45,718570958.23,95325048
2026-09-11,AP7,PARDUS PORTFÖY ALGO ETNA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,2.704684,438,196693579.06,72723303
2026-09-11,APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,0,2875,0,0
2026-09-11,APP,AK PORTFÖY P1 SERBEST ÖZEL FON,33.840824,2,58392410.14,1725502
2026-09-11,APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,0.166134,13183,448623210.59,2700369651
2026-09-11,ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,0,2112,0,0
2026-09-11,ARF,AK PORTFÖY ÖPY İKİNCİ SERBEST (TL) ÖZEL FON,9.061481,1,818703871.81,90349894
2026-09-11,ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,0,7330,0,0
2026-09-11,ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,0,5011,0,0
2026-09-11,ARP,AK PORTFÖY ÖPY BİRİNCİ SERBEST ÖZEL FON,42.362683,1,3201093618.95,75563996
2026-09-11,AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,0,36,0,0
2026-09-11,AS3,ALLBATROSS PORTFÖY ATLAS SERBEST FON,0,19,0,0
2026-09-11,ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.031019,744,61882436.82,15351563
2026-09-11,ATJ,AZİMUT PORTFÖY İKİNCİ DEĞİŞKEN FON,0,9,0,0
2026-09-11,AU1,A1 CAPİTAL PORTFÖY ALTIN FONU,1.209474,895,52735446.27,43601978
2026-09-11,AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,50.011524,528,389203179.27,7782270
2026-09-11,AVC,ATA PORTFÖY İKİNCİ SERBEST (TL) FON,128.474839,12,260637162.09,2028702
2026-09-11,AVT,AK PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,231.51825,20293,4594852179.58,19846609
2026-09-11,AVZ,AK PORTFÖY EMS SERBEST ( DÖVİZ ) ÖZEL FON,95.577864,1,220065163.69,2302470
2026-09-11,AY6,AZİMUT PORTFÖY 26.0 SERBEST FON,0,11,0,0
2026-09-11,AY7,AZİMUT PORTFÖY 27.0 SERBEST FON,0,12,0,0
2026-09-11,AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0,9421,0,0
2026-09-11,AYR,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,0.142999,13101,1675034934.79,11713595140
2026-09-11,AZF,AK PORTFÖY PY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,0.189968,4,631675344.63,3325162435
2026-09-11,AZJ,AZİMUT PYŞ STRATEJİ-1 SERBEST FON,0,67,0,0
2026-09-11,AZV,AZİMUT PORTFÖY BKS SERBEST (DÖVİZ) ÖZEL FON,0,5,0,0
2026-09-11,AZZ,AK PORTFÖY ÖPY MUTLAK GETİRİ HEDEFLİ SERBEST (DÖVİZ) ÖZEL FON,64.694795,6,25655408812.61,396560633
2026-09-11,BA1,GLOBAL MD PORTFÖY BİRİNCİ SERBEST FON,2.049544,37,420105224.62,204974976
2026-09-11,BAC,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.212213,12,1036069827.77,854692790
2026-09-11,BAG,BULLS PORTFÖY ATAK DEĞIŞKEN FON,1.071289,180,97201740.11,90733418
2026-09-11,BAI,BV PORTFÖY ALTIN KATILIM FONU,1.08542,126,60527384.68,55764020
2026-09-11,BAL,QNB PORTFÖY BALY SERBEST (DÖVİZ) ÖZEL FON,50.684889,1,1113764446.04,21974290
2026-09-11,BAO,AZİMUT PORTFÖY BARKIN SERBEST (TL) ÖZEL FON,0,4,0,0
2026-09-11,BAS,İŞ PORTFÖY BAŞAK SERBEST (DÖVİZ) ÖZEL FON,0,1,0,0
2026-09-11,BBF,PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,3.670699,874,147240304.46,40112330
2026-09-11,BBI,ALLBATROSS PORTFÖY BİANCO SERBEST (TL) FON,0,14,0,0
2026-09-11,BBN,BULLS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.57582,13,1324710265.87,2300561650
2026-09-11,BBO,BULLS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.017548,8,1061.6,60496
2026-09-11,BBP,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,0,610,0,0
2026-09-11,BBS,BULLS PORTFÖY BİRİNCİ SERBEST (TL) FON,1.656498,690,2388416029.93,1441846380
2026-09-11,BCC,ASTRA PORTFÖY BCC SERBEST (DÖVİZ) ÖZEL FON,79.687199,3,3323921934.29,41712119
2026-09-11,BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,2.095797,2421,118752294.53,56662124
2026-09-11,BCO,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU,2.037073,1294,111395738.25,54684223
2026-09-11,BDA,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) FON,57.640954,805,5455190919.28,94640886
2026-09-11,BDC,AURA PORTFÖY BODRUM SERBEST FON,9.35903,29,318653575.65,34047715
2026-09-11,BDI,PARDUS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.00026,72,280390607.35,1078899892195
2026-09-11,BDO,BULLS PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.458409,11,1581537930.18,643317774
2026-09-11,BDS,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.031256,7167,185742265.46,91442094
2026-09-11,BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.74225,2378,108304181.48,62163415
2026-09-11,BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,0,56,0,0
2026-09-11,BFO,İŞ PORTFÖY BFO1 SERBEST (DÖVİZ) ÖZEL FON,0,1,0,0
2026-09-11,BFS,BULLS PORTFÖY EMTİA FON SEPETİ FONU,1.111782,313,25937365.97,23329548
2026-09-11,BFT,AZİMUT PORTFÖY BANKA VE FİNANS SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,612,0,0
2026-09-11,BGH,AZİMUT PORTFÖY BGN HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,1,0,0
2026-09-11,BGP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,6.679535,29051,56672800260.98,8484542758
2026-09-11,BGR,AK PORTFÖY BIST GYO ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0.981253,251,32566613.43,33188793
2026-09-11,BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.800716,750,93191507.3,51752482
2026-09-11,BHE,AK PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.878,103,41711813.36,22210764
2026-09-11,BHF,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON,3.222548,1401,176869669.15,54885043
2026-09-11,BHH,PARDUS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.214946,71,416460874.66,1937513173
2026-09-11,BHI,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),2.400246,449,2320878017.73,966933532
2026-09-11,BHL,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0,756,0,0
2026-09-11,BHN,A1 CAPİTAL PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.570534,42,737763872.28,469753460
2026-09-11,BHO,AZİMUT PORTFÖY BİRİNCİ PY HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,1,0,0
2026-09-11,BI5,BULLS PORTFÖY BIST 50 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.920841,10,2604808.37,2828728
2026-09-11,BIA,TRİVE PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.216926,18,46598401.51,214812181
2026-09-11,BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.352026,2015,234714474.4,70021677
2026-09-11,BIG,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.4838,3201,515329788.7,347304020
2026-09-11,BIH,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),9.097901,500,907343534.47,99731085
2026-09-11,BIK,BULLS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),1.072951,15,2495899085.11,2326201151
2026-09-11,BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),0,9822,0,0
2026-09-11,BIP,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,0,238,0,0
2026-09-11,BIS,BV PORTFÖY BİRİNCİ SERBEST FON,1.814582,59,805154323.36,443713436
2026-09-11,BIY,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),0,303,0,0
2026-09-11,BJD,AZİMUT PORTFÖY 13.0 SERBEST (DÖVİZ) FON,0,106,0,0
2026-09-11,BKO,AZİMUT PORTFÖY BİRİNCİ KATILIM SERBEST ÖZEL FON,0,1,0,0
2026-09-11,BKY,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,50.491927,1079,8325904282.61,164895752
2026-09-11,BLA,BULLS PORTFÖY ALGORİTMİK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),4.311924,15,4032934240.16,935298004
2026-09-11,BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,1.704168,700,498801350.61,292695001
2026-09-11,BLT,BULLS PORTFÖY ALTIN FONU,1.883851,3253,384179423.8,203932994
2026-09-11,BMU,BULLS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),2.606156,2475,200424296.99,76904169
2026-09-11,BNC,AK PORTFÖY BEŞİNCİ SERBEST FON,2.255978,257,644886787.24,285856800
2026-09-11,BNH,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0,172,0,0
2026-09-11,BOH,BULLS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.752971,11,188671704.88,250569682
2026-09-11,BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,1.740355,318,121511758.62,69820116
2026-09-11,BON,A1 CAPİTAL PORTFÖY BORÇLANMA ARAÇLARI FONU,1.457526,504,98663600.45,67692501
2026-09-11,BOP,İŞ PORTFÖY ÖPY BİRİNCİ SERBEST (DÖVİZ) ÖZEL FON,0,11,0,0
2026-09-11,BOS,BULLS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.248709,708,55630791.42,44550656
2026-09-11,BP5,BULLS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.462292,11,39123175.9,26754688
2026-09-11,BPD,BULLS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,56.81717,12,170955704.98,3008874
2026-09-11,BPZ,BULLS PORTFÖY PARA PİYASASI (TL) FONU,1.633126,1941,1183044093.22,724404643
2026-09-11,BRB,BULLS PORTFÖY ARENA SERBEST FON,1.08043,11,617337922.75,571381465
2026-09-11,BRC,RE-PIE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.373032,38,119311676.41,86896483
2026-09-11,BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,1.643768,1140,88079269.98,53583747
2026-09-11,BRG,TEB PORTFÖY BURGAN BANK PARA PİYASASI (TL) FONU,5.229419,1650,2026240761.19,387469598
2026-09-11,BRH,İSTANBUL PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0,15,0,0
2026-09-11,BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,1.704827,784,1850400778.26,1085388991
2026-09-11,BRT,PARDUS PORTFÖY BEREKET HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.834166,319,10460063.77,12539553
2026-09-11,BRZ,TEB PORTFÖY BURGAZ SERBEST (DÖVİZ) ÖZEL FON,0,5,0,0
2026-09-11,BS1,AHLATCI PORTFÖY BİRİNCİ SERBEST (TL) FON,1.462111,549,375270701.72,256663606
2026-09-11,BSA,İŞ PORTFÖY BAŞAK SERBEST ÖZEL FON,0,1,0,0
2026-09-11,BSC,A1 CAPİTAL PORTFÖY BİRİNCİ SERBEST FON,0.138638,41,132722057.15,957330904
2026-09-11,BSD,BV PORTFÖY SERBEST (DÖVİZ) FON,1.206637,89,359670165.37,298076441
2026-09-11,BSE,PARDUS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.384037,65,268713488.09,699706389
2026-09-11,BSF,İŞ PORTFÖY BİRİNCİ SERBEST ÖZEL FON,0,1,0,0
2026-09-11,BSH,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.013254,129,7439587.21,7342273
2026-09-11,BSM,GLOBAL MD PORTFÖY BERRAK SERBEST FON,1.822613,2813,2583108896.39,1417255694
2026-09-11,BSN,BULLS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),0.813459,17,616361999.54,757705438
2026-09-11,BST,PARDUS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),10.653105,547,40350287.95,3787655
2026-09-11,BTE,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,5.167004,1013,222235915.8,43010599
2026-09-11,BTJ,ATLAS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),1.39802,55,12538152.49,8968505
2026-09-11,BTK,BV PORTFÖY TEKNOLOJİ KATILIM FONU,1.715466,2136,328258338.58,191352292
2026-09-11,BTP,TRİVE PORTFÖY PARA PİYASASI SERBEST FON,0.608607,22,786972642.38,1293071029
2026-09-11,BTY,İŞ PORTFÖY BTY SERBEST (DÖVİZ) ÖZEL FON,0,2,0,0
2026-09-11,BTZ,ATLAS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),1.243661,187,7690805.45,6184006
2026-09-11,BUB,BULLS PORTFÖY BİRİNCİ FON SEPETİ FONU,0,2395,0,0
2026-09-11,BUC,BULLS PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),0.890084,23,1432190.17,1609050
2026-09-11,BUP,AZİMUT PORTFÖY BUPA SERBEST (TL) ÖZEL FON,0,1,0,0
2026-09-11,BUT,AZİMUT PORTFÖY BULUT HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),0,4,0,0
2026-09-11,BUV,BULLS PORTFÖY VOLTRAN SERBEST (TL) FON,1.220457,223,12843001.36,10523111
2026-09-11,BUY,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.708574,16424,318888932.78,186640347
2026-09-11,BV1,BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),1.716889,471,94681225.69,55146976
2026-09-11,BVB,AK PORTFÖY ÖPY YEDİNCİ SERBEST (TL) ÖZEL FON,4.699749,1,5052244478.42,1075003028
2026-09-11,BVC,AK PORTFÖY BİRİNCİ SERBEST (TL) ÖZEL FON,4.450709,1,7216122729.54,1621342207
2026-09-11,BVD,BV PORTFÖY BİRİNCİ DEĞİŞKEN FON,1.39079,343,227484199.19,163564776
2026-09-11,BVF,BV PORTFÖY PARA PİYASASI (TL) FON,1.447366,626,2441742747.14,1687024763
2026-09-11,BVH,BV PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),2.115267,13,143482058.37,67831653
2026-09-11,BVI,BV PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),3.023325,27,301503423.85,99725773
2026-09-11,BVK,BULLS PORTFÖY VOLTRAN KATILIM SERBEST (TL) FON,0.799678,28,171193.48,214078
