tarih,fonKodu,fiyat,kisiSayisi,portfoyBuyukluk,tedPaySayisi
2026-09-01,PTC,66.443219,16,1059370878.55,15944003
2026-09-01,PTE,1.719747,4710,45288029927.52,26334119111.92
2026-09-01,PTF,1.462531,282,803905586.22,549667234
2026-09-01,PTG,64.855012,1,118036121.29,1820000
2026-09-01,PTL,1.888,1830,843512902.17,446776017
2026-09-01,PTN,1.647685,875,929960600.27,564404230
2026-09-01,PTO,1.843863,3444,219359827.28,118967549
2026-09-01,PTP,1.209156,300,81593924.73,67480052
2026-09-01,PTS,1.620494,946,8518861621.05,5256952430
2026-09-01,PUA,10.021116,1,4983216926.98,497271653
2026-09-01,PUC,7.474062,700,440738851.7,58969117
2026-09-01,PUH,1.653791,23,351979892.66,212832098
2026-09-01,PUK,1.281594,10887,1675907620.03,1307674249
2026-09-01,PUR,10.562394,39265,125528610148.34,11884485284
2026-09-01,PUT,8.110699,1,7119469478.78,877787362
2026-09-01,PUV,57.620712,1,1230192577.2,21349833
2026-09-01,PVK,5.834008,8270,37336569587.11,6399814418
2026-09-01,PYB,1.887906,1133,789233913.15,418047183
2026-09-01,PYD,0.23906,44,43635471.31,182529203
2026-09-01,PYF,10.665776,10,4123601665.09,386619940
2026-09-01,PYH,6.794717,11,3887855687.64,572187994
2026-09-01,PYI,12.293823,44,3142488521.4,255615232
2026-09-01,PYL,9.623446,33,558751308.72,58061461
2026-09-01,PYR,1.257251,1134,61187294.05,48667530
2026-09-01,PYS,60.158396,43,1133319456.07,18838924
2026-09-01,RAF,3.74507,12,156388863.4,41758590
2026-09-01,RAI,2.120194,1,5536394004.85,2611267131
2026-09-01,RAN,59.346223,1,1102756913.89,18581754
2026-09-01,RAV,1.558631,12,1146176518.52,735373680
2026-09-01,RAY,4.192818,1,1831395147.93,436793424
2026-09-01,RBA,21.789041,5419,1919695974.05,88103740
2026-09-01,RBB,1.681769,39,16196750.63,9630781
2026-09-01,RBE,4.323243,16,3034430554.43,701887559
2026-09-01,RBF,1.802758,83,23671914.35,13130943
2026-09-01,RBH,34.867345,5110,1000481360,28693936
2026-09-01,RBI,56.466396,83,54303394.2,961694
2026-09-01,RBK,8.870281,1116,37468014.92,4223994
2026-09-01,RBL,1.85574,819,322010240.43,173521197
2026-09-01,RBN,1.503723,144,40234988.42,26756908
2026-09-01,RBP,2.296364,1076,2631442509.92,1145916911
2026-09-01,RBR,3.932717,953,101117164.84,25711782
2026-09-01,RBT,6.653987,2714,1329768382.79,199845351
2026-09-01,RBV,6.986734,17768,8121571305.71,1162427454
2026-09-01,RCL,62.188991,1,166978123.71,2685011
2026-09-01,RCS,5.24567,1,2408596.77,459159
2026-09-01,RCV,1.805889,143,68091560.86,37705280
2026-09-01,RD1,1.956047,154,67044781.01,34275654
2026-09-01,RDF,1.597283,637,393936894.8,246629328
2026-09-01,RDH,4.593085,16,1199742493.27,261206263
2026-09-01,RDK,1.165863,2,1251108.88,1073118
2026-09-01,RDS,22.560268,11,965543762.26,42798417
2026-09-01,RDT,0.911522,58,75096125.66,82385430
2026-09-01,RDZ,50.713986,121,669644808.94,13204342
2026-09-01,RE6,0.945569,11,1472136283.9,1556878694
2026-09-01,RE7,0.684154,13,95721.3,139912
2026-09-01,RE8,2.936873,13,1140795410.81,388438857
2026-09-01,RFM,1.109636,461,28303987.07,25507460
2026-09-01,RGD,1.141465,133,28425656.84,24902785
2026-09-01,RGH,1.156912,27,39819416.12,34418696
2026-09-01,RHD,1.964389,12,152495980.21,77630222
2026-09-01,RHI,1.725358,442,49668254.82,28787211
2026-09-01,RHS,7.363648,1491,778565395.03,105730943
2026-09-01,RIA,1.383364,47,13310580.02,9621893
2026-09-01,RIH,12.120836,1566,202270228.95,16687812
2026-09-01,RIK,5.556089,3798,588823919.65,105978120
2026-09-01,RJG,3.520513,560,89932783.95,25545364
2026-09-01,RKC,1.773804,268,30856702.73,17395780
2026-09-01,RKH,1.06982,76,8851130.48,8273478
2026-09-01,RKL,2.776354,1,2172780623.3,782602250
2026-09-01,RKS,2.055912,148,91510473.83,44510894
2026-09-01,RKV,2.628749,220,597829086.07,227419627
2026-09-01,RLH,1.712486,35,278117090.92,162405449
2026-09-01,RO1,1.306465,22,220143921.18,168503485
2026-09-01,ROD,56.264281,615,1743677512.97,30990843
2026-09-01,ROF,3.281455,420,506740280.49,154425472
2026-09-01,ROY,1.420602,13,685830281.34,482774528
2026-09-01,RPC,5.298384,548,24273715.21,4581343
2026-09-01,RPD,14.65142,1842,266720315.76,18204400
2026-09-01,RPE,0,0,94.47,0
2026-09-01,RPG,6.335093,1710,926030064.9,146174652
2026-09-01,RPI,1.482297,320,13984572.33,9434392
2026-09-01,RPK,64.581174,5,115647187.54,1790726
2026-09-01,RPL,1.753301,22,126053940.84,71895200
2026-09-01,RPM,4.563454,3000,101574967.38,22258354
2026-09-01,RPN,5.016116,23,797859054.99,159059117
2026-09-01,RPO,6.54679,3,1590759824.51,242983168
2026-09-01,RPP,5.020432,7584,6624304138.15,1319468950
2026-09-01,RPS,64.014623,97,175449230.19,2740768
2026-09-01,RPT,5.214691,177,1232445712.96,236341075
2026-09-01,RPU,3.702723,12,2670127994.55,721125459
2026-09-01,RPX,63.470516,127,617812039.45,9733843
2026-09-01,RRA,1.519294,194,1361907697.52,896408388
2026-09-01,RRP,1.663501,85,819665402.95,492735169
2026-09-01,RS1,1.633198,124,804428826.11,492548137
2026-09-01,RSF,4.412015,12,1266117156.26,286970291
2026-09-01,RSK,1.920496,265,307338125.72,160030594
2026-09-01,RSY,1.075886,12,158633780.58,147444770
2026-09-01,RSZ,11.654936,25,2453919926.53,210547701
2026-09-01,RTA,2.382438,15,4375393384.13,1836519143
2026-09-01,RTB,2.716593,11,541442644.88,199309461
2026-09-01,RTD,2.042887,486,25903128.36,12679666
2026-09-01,RTG,5.69062,4815,248320638.15,43636837
2026-09-01,RTH,5.900646,245,18156876.27,2984759
2026-09-01,RTI,3.418922,63,55474282423.87,16225666000
2026-09-01,RTP,12.47641,1336,308633607.96,24737373
2026-09-01,RUH,4.677792,15,48106484.82,10284016
2026-09-01,RUT,2.535831,4709,194127990.37,76553999
2026-09-01,RVI,1.332699,11,20015871.04,15019044
2026-09-01,RVS,3.391874,19,4581374205.86,1350691155
2026-09-01,RYA,1.24333,1,373778196.56,300626629
2026-09-01,RYB,47.241957,11,4725849.17,100035
2026-09-01,RYD,1.437289,13,317605023.23,220975082
2026-09-01,RYF,12.309298,48,421866737.05,34272202
2026-09-01,RYU,49.584547,57,522941241.67,10546456
2026-09-01,RZR,4.583707,2,16218244.95,3538238
2026-09-01,SAP,1.87184,367,380790663.56,203431232
2026-09-01,SAR,53.235694,9,903079824.24,16963803
2026-09-01,SAS,1.607742,41244,948567032.14,589999486
2026-09-01,SAT,238.998325,4,1900663817.02,7952624
2026-09-01,SBH,1.736096,735,365475358.93,210515596
2026-09-01,SBI,3.658898,15,34563216.58,9446347
2026-09-01,SBR,1.276843,25,14720697.31,11528980
2026-09-01,SBS,72.261847,1,247467560.83,3424595
2026-09-01,SCZ,1.579222,164,83171898.29,52666366
2026-09-01,SD1,1.018842,202,47805806.28,46921705
2026-09-01,SDA,50.868651,1096,6582286492.73,129397702
2026-09-01,SEH,1.503026,45,105063759.52,69901499
2026-09-01,SER,58.176821,827,7264905620.81,124876290
2026-09-01,SFA,24.636552,18,1292574671.73,52465730
2026-09-01,SFS,1.418531,82,31599298.9,22276079
2026-09-01,SGK,0.99283,67,198948227.16,200385035
2026-09-01,SGT,1.991059,2626,203005588.77,101958620
2026-09-01,SHC,1.034386,129,74689767.76,72206839
2026-09-01,SHE,3.526417,637,57043364.67,16176012
2026-09-01,SHI,0.169281,46,700738288.94,4139493592
2026-09-01,SHU,1.451943,37,441623392.39,304160226
2026-09-01,SIA,0.877204,11,940996.88,1072723
2026-09-01,SIS,0.254252,13,53887050.44,211943093
2026-09-01,SJP,62.632082,29,327081892.8,5222274
2026-09-01,SKL,2.056806,744,133663565.06,64985982
2026-09-01,SKO,1.668234,3187,211016547.19,126490995
2026-09-01,SKS,51.54331,3,1288582757.53,25000000
2026-09-01,SKT,0.118207,2021,40348385.35,341335852
2026-09-01,SKZ,1.045173,693,123351692.91,118020405
2026-09-01,SLF,11.440426,6865,1228428530.97,107376114
2026-09-01,SLG,1.402288,738,471407289.37,336170144
2026-09-01,SLR,0.298179,5,1132094613.3,3796699149
2026-09-01,SLS,0.61558,13,371015.94,602710
2026-09-01,SMP,1.044032,1,1461644778.48,1400000000
2026-09-01,SNY,1.474433,480,511058006.23,346613187
2026-09-01,SOS,1.690667,533,38801626.59,22950480
2026-09-01,SPA,70.583607,201,3255295295.43,46119707
2026-09-01,SPD,82.933295,1,351164449.26,4234300
2026-09-01,SPE,109.158395,1255,4488139548.84,41115844
2026-09-01,SPN,10.060594,367,1767867745.49,175722009
2026-09-01,SPP,1.615553,714,552248234.42,341832284
2026-09-01,SPR,1.308036,164,9282385.81,7096430
2026-09-01,SPT,2.204445,890,97897994.15,44409354
2026-09-01,SRA,17.306126,1,2181904143.55,126076981
2026-09-01,SRE,64.152374,1,1004061444.04,15651197
2026-09-01,SRL,1.785855,2859,67178686.8,37617102
2026-09-01,SRO,25.779556,6,7186177181.03,278754881
2026-09-01,SSD,54.211192,1,560144022.98,10332627
2026-09-01,SSE,0.003281,11,103380594.25,31504588703
2026-09-01,SSF,0.947008,15,1225093.64,1293647
2026-09-01,SSK,1.764648,593,50402233.16,28562196
2026-09-01,SSN,59.787052,4,780129498.07,13048469
2026-09-01,SSO,15.127569,1,7713215127.92,509878048
2026-09-01,SSS,1.412567,5243,247857479.61,175466045
2026-09-01,SST,1.614887,22,9528658.87,5900512
2026-09-01,ST1,185.559496,2439,636942183.34,3432549.66
2026-09-01,STI,1.28955,74,186407440.16,144552329
2026-09-01,STM,3.230713,12,385588.78,119351
2026-09-01,STS,86.706457,27,422018969.04,4867215
2026-09-01,STZ,24.49089,83,531598105.99,21705953
2026-09-01,SUA,0.602497,1169,2331668637.88,3870011700
2026-09-01,SUB,0.396047,756,108727046.1,274530335
2026-09-01,SUC,22.82736,538,589699212.53,25833001
2026-09-01,SUR,1.151177,90,216043130.02,187671549
2026-09-01,SVB,9.414237,1307,241249296.21,25626005
2026-09-01,SVS,2.724013,1,1128364548.27,414228781
2026-09-01,SVY,1.719181,2,3648133457.21,2122017742
2026-09-01,SYF,231.021229,6,1725001787.97,7466854
2026-09-01,SYL,4295.431597,1,1189001238.66,276806
2026-09-01,SYR,50.273295,22,311737765.54,6200862
2026-09-01,SYS,49.201378,121,1774448043.98,36065007
2026-09-01,T3B,0.122509,16,13761965228.05,112334010047
2026-09-01,TAL,2.798728,755,35492546.09,12681669
2026-09-01,TAO,21.099663,1,1115252959.35,52856435
2026-09-01,TAR,2.549509,6755,131865751.43,51722017
2026-09-01,TAU,0.635468,34585,2486670361.83,3913131579
2026-09-01,TAZ,2.514661,2,1185708067.35,471518068
2026-09-01,TB9,53.731084,10691,40542492440.62,754544468
2026-09-01,TBP,0.283464,197,468347734.39,1652231895
2026-09-01,TBT,54.819895,2515,462272245.13,8432563.519
2026-09-01,TBV,0.415043,7864,1200709227.97,2892974637
2026-09-01,TCA,0.793411,46043,13997244431.25,17641854041.442
2026-09-01,TCB,0.237528,4653,3233544552.24,13613341527
2026-09-01,TCC,0.080697,407,415456524.22,5148323530
2026-09-01,TCD,48.727732,11716,1455428748.99,29868592
2026-09-01,TCF,4.597405,2763,3247721942.22,706424988
2026-09-01,TCG,1.318623,1,186792317.89,141657132
2026-09-01,TCH,2.253243,58,242909130.69,107804233
2026-09-01,TCI,11.59677,15,1408188284.16,121429349
2026-09-01,TCS,41.915672,44,1423345388.18,33957356
2026-09-01,TDG,0.530395,2082,733761274.78,1383423401
2026-09-01,TDP,60.302037,44,329232658.01,5459727
2026-09-01,TE3,41.305012,2927,1138403966.43,27560916
2026-09-01,TE4,6.632262,1444,1829764169.39,275888407
2026-09-01,TEJ,2.766351,1322,729713672.5,263782035
2026-09-01,TFE,2.859279,115,35325139.94,12354562
2026-09-01,TFF,43.728677,8976,1347337372.82,30811300
2026-09-01,TFU,1.293248,1282,249830155.94,193180461
2026-09-01,TGA,0.480874,6194,807744243.24,1679740350
2026-09-01,TGE,0.297726,37381,3035546380.73,10195776051
2026-09-01,TGN,1.466468,1949,2374149033.42,1618957421
2026-09-01,TGR,6.98124,5671,112539026.05,16120206
2026-09-01,TGT,0.121326,62311,4119666896.52,33955359103
2026-09-01,TGV,10.9382,13,6960974833.57,636391228
2026-09-01,TGZ,6.255585,12,1136192552.93,181628509
2026-09-01,THD,2.71047,202,8578581.13,3164979
2026-09-01,THF,2.724426,121141,74819592001.69,27462515341
2026-09-01,THG,7.25672,177,175184009.35,24140934
2026-09-01,THH,143.531432,1,1831246057.25,12758502
2026-09-01,THO,50.930715,12,4871068154.38,95641072
2026-09-01,THS,64.443981,1,422795951.51,6560674
2026-09-01,THT,0.199501,355,9469505.84,47465952
2026-09-01,THV,50.380784,17,2272486001.03,45106206
2026-09-01,TI1,1686.014103,235809,222378304780,131895874.65
2026-09-01,TI2,0.127035,20726,3341064314.53,26300312294
2026-09-01,TI3,0.110012,21507,1951379608.72,17737919693
2026-09-01,TI4,0.065564,13926,1928810640.45,29418557844
2026-09-01,TI6,0.05467,4860,585942258.86,10717802678
2026-09-01,TI7,79.2137,9668,1184310014.46,14950823
2026-09-01,TIE,0.758121,18673,1735581472.11,2289318579
2026-09-01,TIL,1.402973,1645,90060821.98,64192832
2026-09-01,TIP,50.302296,77,890029505.63,17693616
2026-09-01,TIV,53.651398,119181,24809154558.38,462413942.112
2026-09-01,TJB,10.006084,1,817521397.46,81702428
2026-09-01,TJF,5.337543,541,54079934.95,10131991
2026-09-01,TJI,6.519999,905,597298995.72,91610291
2026-09-01,TJL,21.676399,4,1473792884.65,67990671
2026-09-01,TJT,68.884546,1839,2292802680.18,33284718
2026-09-01,TKF,69.149906,4246,985886181.98,14257231
2026-09-01,TKH,2.270529,1,463706936.01,204228599
2026-09-01,TKK,1.769198,112834,1803237218.63,1019240200
2026-09-01,TKM,0.217748,503702,74772076308.1,343388286964
2026-09-01,TLC,1.066846,310,438614104.91,411131729
2026-09-01,TLE,28.517518,914,534733633.15,18751058
2026-09-01,TLH,27.12323,326,126885644.51,4678117
2026-09-01,TLK,1.78819,1029,3661341368.76,2047512415
2026-09-01,TLT,71.558733,1,405284976.78,5663669
2026-09-01,TLU,53.909526,518,8965758846.43,166311216
2026-09-01,TLV,1.381811,10676,4016304183.64,2906551264
2026-09-01,TLY,9200.361325,111462,268781591425.07,29214243
2026-09-01,TLZ,20.127678,874,76715539.36,3811445
2026-09-01,TMC,0.16349,11584,154831482.02,947040611
2026-09-01,TMG,1.458213,35577,5081302811.01,3484610642
2026-09-01,TMH,0,12,0,0
2026-09-01,TMM,74.714823,1561,1310374861.3,17538352
2026-09-01,TMR,7.708878,1,9154099376.38,1187475000
2026-09-01,TMS,2.107602,85,405006548.09,192164604
2026-09-01,TMU,1.439802,91,59443990.56,41286219
2026-09-01,TMV,10.510656,13693,42254106556.74,4020120659
2026-09-01,TMZ,2.013461,2550,52524433.22,26086639
2026-09-01,TNB,50.45904,81,693900155,13751751
2026-09-01,TND,1.518972,488,193798722.43,127585473
2026-09-01,TNF,4.303127,3,5233135584.89,1216123947
2026-09-01,TNH,12.07087,3,151745193.46,12571189
2026-09-01,TNI,11.487512,2770,8008317223.33,697132441
2026-09-01,TNK,34.178365,74014,3707481093.46,108474500
2026-09-01,TNS,13.053664,16,95165884.1,7290358
2026-09-01,TO8,57.018478,101,729786972.19,12799131
2026-09-01,TOK,59.517799,6958,24786334153.34,416452463
2026-09-01,TOT,963.256865,638,117258221.42,121731
2026-09-01,TP1,68.555501,1,384677188.92,5611179
2026-09-01,TP2,2.201198,159117,204468208007.36,92889514720
2026-09-01,TPC,13.471298,12328,5931321222.61,440293218
2026-09-01,TPE,0.553684,34,2368608656.2,4277909763
2026-09-01,TPF,11.194004,510,124742404.27,11143681
2026-09-01,TPJ,79.068051,1478,2358567315.04,29829587
2026-09-01,TPL,21.357115,1519,503973887.88,23597470.006
2026-09-01,TPO,0.183093,3,107206486.9,585531154
2026-09-01,TPP,78.102177,395,1874530361.22,24001000
2026-09-01,TPR,0.474982,1,10223627.42,21524221
2026-09-01,TPV,10.57356,43,8048477.94,761189
2026-09-01,TPZ,28.686883,1513,146887913.28,5120386
2026-09-01,TRJ,2.195988,4458,2198523645.88,1001154731
2026-09-01,TRN,1.057448,1,1934202135.42,1829123080
2026-09-01,TRO,2.554056,376,27574209.39,10796245
2026-09-01,TRR,6.507291,458,2386734761.65,366778569
2026-09-01,TRU,1.526107,276,296657987.1,194388784
2026-09-01,TSI,0.209607,76750,22925929123.71,109375664259
2026-09-01,TSP,71.316047,5,1749864943.98,24536763
2026-09-01,TTA,0.632631,224217,26933357254.19,42573588447
2026-09-01,TTE,1.685335,46884,3867888879.64,2295026775
2026-09-01,TTL,38.321362,364,301588431.84,7869982
2026-09-01,TTP,51.863073,105,892766017.84,17213905
2026-09-01,TTS,70.950245,1,2205595224.7,31086506
2026-09-01,TTV,8.879187,35,2801497101.41,315512796
2026-09-01,TTZ,3.670437,7,235182688.24,64074841
2026-09-01,TUA,1.489814,31452,15466237185.81,10381318222.209
2026-09-01,TVE,1.141024,354,217073767.78,190244772
2026-09-01,TVN,2.977298,525,9212860.76,3094370
2026-09-01,TYH,2.075345,6246,1112082260.06,535854049.836
2026-09-01,TZC,0.314082,1136,31337319.42,99774388
2026-09-01,TZD,2.548856,7933,676503067.95,265414399.054
2026-09-01,TZH,8.597257,1,61861676403.17,7195513139
2026-09-01,TZL,0.139723,184130,93839331260.09,671608004732.17
2026-09-01,TZP,14.383127,14,1136021369.84,78982922
2026-09-01,TZT,0.170805,5842,349660936.7,2047131026.044
2026-09-01,TZV,959.205215,132050,30261814250.64,31548842.5
2026-09-01,UAB,5.508522,2,650239926.01,118042548
2026-09-01,UAP,71.574187,1,469988323.34,6566450
2026-09-01,UCN,2.067317,2,1126153419.99,544741624
2026-09-01,UCP,1.339919,27,28410727000.15,21203308940
2026-09-01,UFH,73.571425,1,270470557.92,3676299
2026-09-01,UHL,74.272843,1,2653305215.51,35723760
2026-09-01,UHS,7.024261,13,377989066.63,53811937
2026-09-01,ULH,6.607279,241,1282688566.33,194132638
2026-09-01,ULL,70.742415,3,289831322.06,4096995
2026-09-01,UNT,1.581918,257,34051749760.51,21525614472
2026-09-01,UP1,6.359535,1456,1408301721.29,221447274
2026-09-01,UP2,4.26848,316,2611962885.84,611918783.14
2026-09-01,UPD,22.300819,257,2449004614.18,109816803
2026-09-01,UPH,30.223293,522,106071549.48,3509596
2026-09-01,UPP,7.113285,911,2536270310.49,356554005
2026-09-01,UPS,5.081704,1,1072773024.66,211105000
2026-09-01,URA,1.952039,9244,676142150.3,346377325
2026-09-01,URC,55.966118,150,160690926.05,2871218
2026-09-01,URD,50.540883,12,11048703384.1,218609228
2026-09-01,URG,76.778167,1,576047548.77,7502752
2026-09-01,URM,49.329506,5,8510891610.29,172531457
2026-09-01,URS,3.934078,1,1031079048.5,262089128
2026-09-01,URV,3.43654,2,9228484824.31,2685399860
2026-09-01,USS,3.894994,1,4222308839.12,1084034643
2026-09-01,UST,4.262889,1,1998608438,468839001
2026-09-01,USY,0.26457,390,1345196007.3,5084470149
2026-09-01,UYH,5.113077,12,672976115.37,131618603
2026-09-01,UZY,9.332623,40,330816583.34,35447331
2026-09-01,VAY,1.573295,2974,48788572.08,31010444
2026-09-01,VCD,6.408005,12,4493940883.28,701301046
2026-09-01,VCG,5.799576,12,2008660615.13,346346139
2026-09-01,VCY,3.487312,12108,164460512.92,47159683
2026-09-01,VFK,5.528778,5615,3115488233.88,563503927
2026-09-01,VFO,1.018994,7248,370923428.23,364009405
2026-09-01,VFS,1.9896,1,6407894.3,3220695
2026-09-01,VHS,0.983173,430,51464422.85,52345225
2026-09-01,VK6,4.202652,161145,79092877366.56,18819753258.988
2026-09-01,VKI,3.141063,343,873714488.25,278158878
2026-09-01,VKK,1.095889,441,74937383.68,68380480
2026-09-01,VKR,1.004171,1,524515.67,522337
2026-09-01,VKT,0.123277,43272,4707684860.19,38187710484.964
2026-09-01,VKV,1.096184,916,515587442.25,470347449
2026-09-01,VLT,1.032551,669,70913854.96,68678309
2026-09-01,VMV,2.817511,149,7382174168.29,2620104733
2026-09-01,VNK,2.459313,241,3821378930.6,1553839730
2026-09-01,VPA,1.122891,3302,8378896298.09,7461896186
2026-09-01,VPP,54.387393,571,1558983934.1,28664436
2026-09-01,VPS,0.86369,5793,1118619903.21,1295163639
2026-09-01,VRK,1.336232,155,46083915.54,34487965
2026-09-01,VTF,2.13399,1,407911003.88,191149460
2026-09-01,VTL,1.120524,6916,2942572891.55,2626068217
2026-09-01,YA1,1.438704,24,32500451371.72,22590083771
2026-09-01,YAC,14.80796,9826,5487819381.5,370599277
2026-09-01,YAE,1.196673,609,72360033.89,60467693
2026-09-01,YAK,5.24402,108046,1137924831.61,216994739.414
2026-09-01,YAN,14.689645,3583,1868055352.22,127168179
2026-09-01,YAR,27.540335,1,771129381.53,28000000
2026-09-01,YAS,14.976808,61751,6479738307.33,432651502
2026-09-01,YAY,1833.335014,44002,13304858697.07,7257189
2026-09-01,YBE,1.864411,13973,5068862335.39,2718746612
2026-09-01,YBH,54.479044,601,651374108.36,11956416
2026-09-01,YBJ,59.212726,1,1957895066.16,33065444
2026-09-01,YBP,12.85352,55,956063969.59,74381488
2026-09-01,YBR,56.051255,2592,6480960998.49,115625619
2026-09-01,YBS,0.14714,11894,2076227539.83,14110599744
2026-09-01,YCG,61.303155,4,204152073.25,3330205
2026-09-01,YCH,2.723435,114,107990350.77,39652266
2026-09-01,YCK,4.664882,192,414217910.07,88794939
2026-09-01,YCL,10.457771,12,176393871.71,16867253
2026-09-01,YCP,8.466545,1994,996612423.59,117711823
2026-09-01,YCY,4.144979,280,376456919.77,90822402
2026-09-01,YDH,1.154241,1,5171098393.11,4480085038
2026-09-01,YDI,0.482944,6913,1172084300.12,2426958906
2026-09-01,YDK,0.121215,48467,149484117.97,1233212923
2026-09-01,YDL,60.454708,8,1265693908.36,20936234
2026-09-01,YDM,1.954706,2,1326632356.99,678686262
2026-09-01,YDP,2.321759,2514,397682270.42,171284928
2026-09-01,YDZ,55.443543,2906,11511952440.74,207633782
2026-09-01,YEF,0.984601,13382,1981941469.41,2012938667.008
2026-09-01,YFV,0.106793,7509,938986522.14,8792564704
2026-09-01,YGM,3.413444,1914,548826568.8,160783800
2026-09-01,YHB,2.453791,7168,279969629.56,114096748
2026-09-01,YHI,1.538413,235,58419344.09,37973765
2026-09-01,YHK,2.105808,7141,1252611841.09,594836582
2026-09-01,YHP,4.667281,1,1773566806.67,380000000
2026-09-01,YHS,27.27068,8846,2951197204.23,108218687
2026-09-01,YHT,0.418242,85912,2473856767.7,5914891727.894
2026-09-01,YHY,0.998498,18,182046104.51,182319880
2026-09-01,YHZ,9.642649,17943,1466612578.88,152096440
2026-09-01,YIK,1.552922,1496,13077904590.23,8421480438
2026-09-01,YIS,1.439057,1,1065442901.09,740375889
2026-09-01,YIT,2.616048,16454,2264352988.74,865562461
2026-09-01,YIV,3.618145,2,5777810736.27,1596898432
2026-09-01,YJA,68.011987,4,407183207.76,5986933
2026-09-01,YJH,3.777627,4065,190437537.59,50411948
2026-09-01,YJK,5.713071,14107,1027814586.43,179905794
2026-09-01,YJU,67.094556,1,446689187.9,6657607
2026-09-01,YJY,58.360105,9189,77686135375.08,1331151405
2026-09-01,YKS,0.353128,365,606569370.13,1717701601
2026-09-01,YKT,0.90158,86598,33678749693.95,37355264504
2026-09-01,YLB,1.839586,356994,111386754493.8,60549912502
2026-09-01,YLC,3.969068,1344,74443531.22,18755921
2026-09-01,YLE,8.811672,2247,243910965.2,27680441
2026-09-01,YLO,5.467072,5077,244476729.43,44718039
2026-09-01,YLR,2.383312,4,11673.46,4898
2026-09-01,YLY,2.265965,903,32293918.48,14251730
2026-09-01,YLZ,3.111537,17,3913562152.14,1257758532
2026-09-01,YMD,57.10556,1461,7856143934.95,137572312
2026-09-01,YMH,1.601783,315,425979456.82,265940758
2026-09-01,YMP,1.171789,114,560293195.89,478152017
2026-09-01,YNF,1.032038,172,502214.66,486624
2026-09-01,YNK,48.540882,1176,20199378111.32,416131252
2026-09-01,YNL,55.904322,1,222607097.01,3981930
2026-09-01,YOA,90.509688,140,1930361307.12,21327676
2026-09-01,YOS,57.156816,277,1191242875.06,20841659
2026-09-01,YOT,40.972987,9837,1925263676.75,46988609.059
2026-09-01,YOZ,50.00059,2172,48497363375.36,969935828
2026-09-01,YP1,64.923314,3,221580217.87,3412953
2026-09-01,YP2,74.218349,1,1379655879.7,18589148
2026-09-01,YP4,54.904768,29424,134547625289.56,2450563587
2026-09-01,YPC,5.604236,2336,52220342.77,9318013
2026-09-01,YPD,68.645097,2,100816376.34,1468661
2026-09-01,YPF,10.379524,597,1461667283.62,140822185
2026-09-01,YPI,56.995222,59,2049269289.74,35955107
2026-09-01,YPK,14.752051,224,209624248.79,14209838
2026-09-01,YPL,74.30787,1570,13745387684.54,184978894
2026-09-01,YPN,68.360811,1097,3785347909.13,55373069
2026-09-01,YPP,25.758709,1,4818393289.43,187058807
2026-09-01,YPR,1.711879,320,80012276.91,46739435
2026-09-01,YPT,4.187919,19329,126870237610.96,30294341956
2026-09-01,YPU,67.36358,1911,5340418054.29,79277527
2026-09-01,YPV,7.966284,3350,5572268195.96,699481451
2026-09-01,YRZ,48.920245,156,804908273.58,16453480
2026-09-01,YSA,49.554839,296,399961021.26,8071079
2026-09-01,YSH,0.980773,457,62227391.75,63447271
2026-09-01,YSL,44.086561,378,686214638.15,15565166
2026-09-01,YSO,1.649302,414,97450534.01,59085923
2026-09-01,YSU,0.177323,6137,250750224.11,1414088668
2026-09-01,YTD,0.956629,14914,1761916077.95,1841796390
2026-09-01,YTJ,70.762228,1,1243196104.32,17568640
2026-09-01,YTO,54.040966,4,714048854.49,13213103
2026-09-01,YTR,81.108058,2,628214186.4,7745398
2026-09-01,YTV,3.172415,2234,202846324.44,63940665
2026-09-01,YTY,59.695858,20727,120465180514.66,2017982211
2026-09-01,YUB,5.432691,588,392034166.74,72162065
2026-09-01,YUD,76.457744,2,256604421.99,3356160
2026-09-01,YUI,1.958874,7,938692759.72,479200096
2026-09-01,YUK,50.506903,147,1372625104.62,27176980
2026-09-01,YUN,59.02147,583,3252165063.96,55101390
2026-09-01,YUY,1.0044,2,994718375.58,990361196
2026-09-01,YVB,1.399542,721,124062986.81,88645416
2026-09-01,YVD,4.465445,81829,46403185400.63,10391615927
2026-09-01,YVF,74.309367,4,962549739.19,12953276
2026-09-01,YVG,63.861907,1215,6077254882.71,95162440
2026-09-01,YVO,70.971393,2,743967274,10482636
2026-09-01,YVS,77.155175,6,445780379.29,5777712
2026-09-01,YZC,5.133762,12320,647496224.5,126125095
2026-09-01,YZF,102.329453,1,486064901.78,4750000
2026-09-01,YZG,13.490173,60813,11209891611.55,830967202
2026-09-01,YZH,10.923451,5527,663647295.16,60754363
2026-09-01,YZK,7.916193,191,211470161.18,26713618
2026-09-01,YZL,5.682303,58,542503881.61,95472531
2026-09-01,YZT,0.979536,8566,422749135.61,431580935
2026-09-01,ZA2,2.07548,552,3995363781.03,1925031294
2026-09-01,ZAD,46.670075,52,16479016.82,353096
2026-09-01,ZAV,57.831315,4875,63634355194.14,1100344247
2026-09-01,ZAY,6.4694,3293,1492769179.24,230743050
2026-09-01,ZBD,683.753214,2056,939408130.1,1373899.389
2026-09-01,ZBI,2.311344,1863,188599357.62,81597270
