tarih,fonKodu,fiyat,kisiSayisi,portfoyBuyukluk,tedPaySayisi
2026-09-03,KLL,58.332235,1,11454701.02,196370
2026-09-03,KLM,68.414917,1,1017813923.14,14877076
2026-09-03,KLS,41.669724,2,799266.98,19181
2026-09-03,KLU,4.902652,107570,98857688726.07,20164124230
2026-09-03,KMA,170.023795,1,12720840.28,74818
2026-09-03,KME,1.621467,1232,137314258.76,84685198
2026-09-03,KMF,3.442604,2265,1671338786.2,485486814
2026-09-03,KMN,0.966619,4940,416800419.32,431193990
2026-09-03,KMT,2.721864,1,67462406.61,24785369
2026-09-03,KNC,68.073867,16,365017250.64,5362076
2026-09-03,KNI,1.392464,447,16884360412.26,12125527487
2026-09-03,KNJ,2.117159,14931,891713397.61,421183973
2026-09-03,KNN,1.502324,16,445017418.76,296219302
2026-09-03,KNP,83.063965,2,193845543.43,2333690
2026-09-03,KNS,4.539986,1,5117433677.3,1127191620
2026-09-03,KNT,61.243413,3,175521968.31,2865973
2026-09-03,KNV,71.362913,5,320443741.19,4490340
2026-09-03,KNZ,69.931466,1,1030566802.16,14736811
2026-09-03,KO4,56.013145,856,4600359569.38,82130000
2026-09-03,KOB,1.438203,79,2968153492.58,2063792451
2026-09-03,KOD,1.014387,735,57517511.73,56701719
2026-09-03,KOP,7.662629,14,15716052.45,2051000
2026-09-03,KOT,1.493172,3533,149444321.33,100085153
2026-09-03,KOZ,65.231776,4,72957631.45,1118437
2026-09-03,KP3,53.421358,10,14118410.21,264284
2026-09-03,KPA,1.70543,14101,536409875.2,314530557
2026-09-03,KPB,6.417283,1,5142990.68,801428
2026-09-03,KPC,21.436132,24084,4746227552.36,221412494
2026-09-03,KPD,48.930263,546,306878914.81,6271761
2026-09-03,KPF,1.779919,259,399859049.84,224650185
2026-09-03,KPH,1.250818,11713,529584437.39,423390580
2026-09-03,KPI,1.491525,6748,6206131830.51,4160931786
2026-09-03,KPK,10.284167,1,475670206.22,46252674
2026-09-03,KPM,1.03065,16,1554631.8,1508400
2026-09-03,KPP,3.206143,672,447545707.38,139590045
2026-09-03,KPR,1.899101,1354,68378011271.19,36005454060
2026-09-03,KPS,48.319073,3270,23435716791.87,485020000
2026-09-03,KPU,3.955567,6128,596952912.25,150914612
2026-09-03,KRC,0.148147,148,30256357.34,204232320
2026-09-03,KRF,21.714484,594,44727298.81,2059791
2026-09-03,KRH,1.739127,41,2266299244.68,1303124471
2026-09-03,KRO,48.323749,58,303957682.93,6290027
2026-09-03,KRR,1.149274,611,23054783.56,20060306
2026-09-03,KRS,0.526887,1103,1464410972.07,2779363184
2026-09-03,KRT,75.484859,168,798498620.11,10578262
2026-09-03,KRV,48.445872,1022,5623596804.71,116080000.01
2026-09-03,KSA,4.174568,3784,15452003840.98,3701462122
2026-09-03,KSC,49.938395,1,24742976.44,495470
2026-09-03,KSK,2.964329,661,8196545761.97,2765059495
2026-09-03,KSL,56.713628,117,256148349.6,4516522
2026-09-03,KSM,52.050408,742,15905005539.11,305569278
2026-09-03,KSP,65.045782,361,1647934894.46,25335000
2026-09-03,KSR,5.11049,3822,201886623.73,39504360
2026-09-03,KST,1.99147,451,9048515.92,4543637
2026-09-03,KSV,5.803749,9726,44763606555.97,7712877936
2026-09-03,KSY,11.200987,85,4335584324.65,387071628
2026-09-03,KTE,46.078693,1,106468966.88,2310590
2026-09-03,KTI,2.123613,587,283312660.74,133410710
2026-09-03,KTJ,2.604319,21121,1635917836.84,628155604
2026-09-03,KTM,22.735307,5832,705318259.93,31023036
2026-09-03,KTN,8.15413,4250,410703539.43,50367550
2026-09-03,KTR,10.741954,630,24718718338.53,2301137988
2026-09-03,KTS,15.240424,758,133124052.28,8734931
2026-09-03,KTT,71.211268,1446,5201269117.32,73039973
2026-09-03,KTU,29.846624,1,970473390.54,32515349
2026-09-03,KTV,7.792478,47102,30132737380.11,3866900353
2026-09-03,KU3,1.147295,2826,266177568.86,232004453
2026-09-03,KUA,1.434958,2081,98251270.79,68469797
2026-09-03,KUB,0.754919,3617,608954560.73,806649044
2026-09-03,KUD,1.763106,2533,250219466.78,141919709
2026-09-03,KUP,49.276867,129,2035656295.61,41310587
2026-09-03,KUT,12.03109,41268,7750072266.21,644170417
2026-09-03,KVA,1.80049,1,706820294.89,392570970
2026-09-03,KVK,1.286668,138,859660172.3,668128882
2026-09-03,KVR,1.311574,45,114498809.08,87298764
2026-09-03,KVS,3.867281,2327,27587850889.58,7133655057
2026-09-03,KVT,1.435606,2981,85875237.09,59818091
2026-09-03,KYA,1.181501,1527,63128976.19,53431151
2026-09-03,KYR,0.507769,11,252663586.96,497595647
2026-09-03,KYS,54.343407,18,11254519.63,207100
2026-09-03,KZL,27.812263,65627,87513099701.4,3146565219
2026-09-03,KZO,2.141658,3,1109304522.23,517965287
2026-09-03,KZU,2.363758,5835,463842901.27,196231104
2026-09-03,LAI,1.249138,14,188381109.26,150808828
2026-09-03,LET,55.259442,2,703027810.11,12722311
2026-09-03,LFD,6.911294,1,4596052.3,665006
2026-09-03,LGK,1.425503,1,1726798105.44,1211360793
2026-09-03,LGO,7.056808,11,106292008.41,15062336
2026-09-03,LHM,83.899558,4,801881853.84,9557641
2026-09-03,LHP,57.159865,93,84388823.7,1476365
2026-09-03,LKF,1.027126,1140,109346271.84,106458509
2026-09-03,LKT,1.903779,432,396205200.94,208115154
2026-09-03,LLA,1.157237,741,27338083.06,23623584
2026-09-03,LPH,1.475086,2615,3823408928.62,2591990588
2026-09-03,LRT,3.716194,12,912166519.02,245457201
2026-09-03,LTC,1.610913,316,15758787.74,9782520
2026-09-03,LTL,1.089317,4715,215720903.48,198033189
2026-09-03,LTS,4.440145,13,2457070501.76,553376235
2026-09-03,LZV,6.793531,2,77338061.4,11384074
2026-09-03,MAC,0.734198,35655,4157528259.15,5662683644
2026-09-03,MAD,1.019734,367,22572114.68,22135286
2026-09-03,MAS,11.81347,194,747280270.04,63256629
2026-09-03,MAV,58.433124,1,914373501.03,15648205
2026-09-03,MBL,0.291221,215,21244780.31,72950723
2026-09-03,MBR,1.792838,559,492116879.82,274490435
2026-09-03,MCU,1.403346,150,191467685.73,136436525
2026-09-03,MD1,2.261149,661,222678718.2,98480335
2026-09-03,MD2,2.166098,720,279172984.1,128882901
2026-09-03,MDF,1.339259,936,500585806.97,373778314
2026-09-03,MET,5.949135,6588,739165428.65,124247547
2026-09-03,MGB,1.459795,469,61754176.81,42303326
2026-09-03,MGD,0.907965,1,610244407.9,672100883
2026-09-03,MGE,0.841696,67,588525132.36,699213023
2026-09-03,MGH,2.271789,751,492640422.31,216851293
2026-09-03,MHF,2.241537,3653,390854108.23,174368817
2026-09-03,MIK,3.431073,13,4817845559.76,1404180257
2026-09-03,MJB,7.719605,792,52594094.75,6813055
2026-09-03,MJE,58.067959,898,7103490478.97,122330638
2026-09-03,MJG,10.976136,7488,969961627.59,88370042
2026-09-03,MJH,4.507507,32,27469202.22,6094101
2026-09-03,MJK,35.810913,403,1814891945.54,50679857
2026-09-03,MJL,61.633878,581,947487994.21,15372844
2026-09-03,MKA,1.244592,1705,81494754.22,65479093
2026-09-03,MKG,17.457699,8166,1523176603.12,87249563
2026-09-03,MKL,61.144109,1,789102451.53,12905617
2026-09-03,MLS,18.084301,4,1352015540.4,74761834
2026-09-03,MLT,1.331585,77,21019163.2,15785072
2026-09-03,MMH,16.686526,1373,155308521.27,9307421
2026-09-03,MOD,61.581491,2,740609801.39,12026500
2026-09-03,MOZ,1.274781,122,335931741.12,263521131
2026-09-03,MP2,1.384703,13,3671269190.13,2651303752
2026-09-03,MP4,1.996031,15,3659170583.18,1833223343
2026-09-03,MPD,61.54561,694,3005338726.72,48831082
2026-09-03,MPE,1.404153,118,129886655.72,92501780
2026-09-03,MPF,8.434196,1972,1484192646.51,175973228.037
2026-09-03,MPI,3.13997,38,72738073.1,23165210
2026-09-03,MPK,10.024167,1516,250228572.08,24962530.961
2026-09-03,MPL,2.04524,886,674121506.21,329605142
2026-09-03,MPN,61.779157,290,373986245.71,6053599
2026-09-03,MPP,21.74842,1169,342104393.4,15730080
2026-09-03,MPS,24.308817,2467,148416275.55,6105450.324
2026-09-03,MRI,1.253996,113,11804587.81,9413574
2026-09-03,MSK,4.014824,1,1204035960.87,299897605
2026-09-03,MSO,59.611211,1,524142895.73,8792690
2026-09-03,MSR,2.014121,13,29367071.18,14580590
2026-09-03,MT1,46.292847,24,28855164.82,623318
2026-09-03,MT2,1.42664,1335,5545636727.75,3887201060
2026-09-03,MT5,1.01923,19,651415539.92,639124957
2026-09-03,MT6,0.444803,14,368808818.34,829151165
2026-09-03,MT7,0.259935,15,33907770.98,130447284
2026-09-03,MT8,0.81887,16,1443458382.42,1762744726
2026-09-03,MT9,0.412758,18,3183488977.52,7712730506
2026-09-03,MTD,1.324863,1566,148320009.74,111951227
2026-09-03,MTE,0.595645,17,1890207.7,3173378
2026-09-03,MTF,1.428279,42,70653406.92,49467524
2026-09-03,MTG,1.718178,380,272890726.15,158825677
2026-09-03,MTH,2.243532,3245,298783593.03,133175525
2026-09-03,MTI,0.018379,2,4687687.95,255061228
2026-09-03,MTK,1.756173,1053,298520434.22,169983515
2026-09-03,MTL,2.250393,16,20856093885.38,9267757132
2026-09-03,MTS,2.805909,668,28596989.09,10191704
2026-09-03,MTU,0.775446,19,801542238.54,1033653600
2026-09-03,MTV,5.41617,12786,145668672.72,26895146
2026-09-03,MTX,5.225817,2067,81131215.47,15525078
2026-09-03,MUL,2.851343,11,339445785.17,119047673
2026-09-03,MUT,1.943511,1559,801282685.16,412286169
2026-09-03,NAK,1.060616,161,120455291.9,113571092
2026-09-03,NAL,0.426785,12,511802977.07,1199204513
2026-09-03,NAU,3.064197,9550,2093685168.58,683273618
2026-09-03,NAV,1.102299,15,64897225.33,58874427
2026-09-03,NBE,1.767986,10,561809457.58,317768002
2026-09-03,NBH,7.097565,196,2228836660.64,314028376
2026-09-03,NBO,1.536096,395,2289297600.13,1490335078
2026-09-03,NBZ,73.134774,279,1518151671.46,20758274
2026-09-03,NCS,58.205239,1774,8723136849.39,149868586
2026-09-03,NCU,56.084575,12,131113510.13,2337782
2026-09-03,NDL,1.934285,1,10907652.33,5639113
2026-09-03,NDS,0.941093,13,553994972.8,588672037
2026-09-03,NES,2.172003,2,2169840232.18,999004311
2026-09-03,NFF,1.366047,32,1829076167.17,1338955639
2026-09-03,NFH,2.10568,46,116049621.3,55112650
2026-09-03,NFK,5.031629,69,1356052822.09,269505703
2026-09-03,NHP,5.67562,151,11930965.28,2102143
2026-09-03,NHT,66.140308,2,655792796.34,9915176
2026-09-03,NHV,4.484497,2,8264725635.16,1842955034
2026-09-03,NHY,5.830787,1991,137134117.84,23518974
2026-09-03,NIG,1.226677,15,520879598.23,424626364
2026-09-03,NIS,1.762128,41,1492771625.82,847141645
2026-09-03,NJF,12.542633,1760,1089936394.61,86898535
2026-09-03,NJG,3.113082,15,3315167515.7,1064914900
2026-09-03,NJR,5.912751,2489,1988345250.53,336280898
2026-09-03,NJY,7.618564,1380,316624483.53,41559600
2026-09-03,NKA,49.913239,17,132790379.81,2660424
2026-09-03,NKC,1.241889,1081,339968193.86,273750827
2026-09-03,NKH,1.802535,12,166079883.19,92136843
2026-09-03,NKJ,16.157084,1,1658337917.4,102638440
2026-09-03,NKK,8.034692,12,1513031890.88,188312373
2026-09-03,NKL,3.59473,2178,15442328678.84,4295823853
2026-09-03,NKM,0.994833,445,47796480.87,48044747
2026-09-03,NKP,1.105925,3220,174278060.05,157585719
2026-09-03,NKS,1.908431,11,25287089.69,13250200
2026-09-03,NKT,1.565841,584,78874472.4,50371969
2026-09-03,NKV,2.345748,1,16107080817.18,6866499553
2026-09-03,NLC,51.254332,19,182460708.07,3559908
2026-09-03,NLD,54.959069,1,1439923932.06,26199933
2026-09-03,NLE,1.612172,9577,369742340.11,229344242
2026-09-03,NLK,1.912024,992,5563825972.74,2909914904
2026-09-03,NLL,5.143944,25,2087825305.31,405880219
2026-09-03,NME,58.112921,51,62723367.29,1079336
2026-09-03,NMG,136.427592,12,3131466039.53,22953319
2026-09-03,NMP,1.029499,4364,785568375.77,763059103
2026-09-03,NMU,1.269503,373,851604554.27,670817480
2026-09-03,NNF,22.501282,17880,1930779801.57,85807547
2026-09-03,NOA,1.381454,11,525813154.99,380623067
2026-09-03,NOI,1.481559,14,1210011469.08,816715156
2026-09-03,NOV,49.985381,1,705889998.9,14121929
2026-09-03,NP1,5.160265,151,1456764526.47,282304191
2026-09-03,NPH,1.553636,731,160999072.64,103627265
2026-09-03,NPK,1.60411,1,951195124.88,592973692
2026-09-03,NRC,11.197498,3555,225812882.42,20166370
2026-09-03,NRG,5.650199,3326,7281995118.73,1288803261
2026-09-03,NRM,158.788676,11,411082763.47,2588867
2026-09-03,NSA,2.586622,345,1000290047,386716805
2026-09-03,NSD,65.872499,180,14989168239.75,227548195
2026-09-03,NSH,2.224643,1304,2188357204.47,983689300
2026-09-03,NSK,6.844285,85,124559341.5,18199030
2026-09-03,NSP,1.869858,2717,1454026287.24,777613294
2026-09-03,NSS,65.446634,1,1110359081.26,16965870
2026-09-03,NST,1.197447,3309,55793283.08,46593535
2026-09-03,NSY,1.439031,59,1184315756.76,822995348
2026-09-03,NTB,5.743401,1,3164407361.11,550964070
2026-09-03,NTD,0.369644,1,501024060.44,1355423321
2026-09-03,NTF,3.169504,11,260095089.15,82061773
2026-09-03,NTI,1.539799,1554,275703833.6,179051861
2026-09-03,NTO,67.09231,1,3632677271.98,54144466
2026-09-03,NTS,3.131365,33,230675000.12,73665955
2026-09-03,NUB,60.428738,899,2136453327.26,35354922
2026-09-03,NUG,49.686896,22,24164376.97,486333
2026-09-03,NUH,1.311316,1092,125976216.31,96068538
2026-09-03,NVB,4.88949,4681,6666202193.27,1363373739
2026-09-03,NVC,3.775692,89,135348972.82,35847460
2026-09-03,NVK,47.06545,20,160840997.39,3417390
2026-09-03,NVP,69.097984,1,61918288.64,896094
2026-09-03,NVT,4.713587,45,429278739.62,91072628
2026-09-03,NVZ,58.556774,337,528333471.21,9022585
2026-09-03,NYH,62.954559,1,1082178410.29,17189834
2026-09-03,NZH,3.52038,302,549618676.17,156124802
2026-09-03,NZT,6.148583,421,11000654372.6,1789136439
2026-09-03,NZU,51.439256,35,47704200.61,927389
2026-09-03,OAB,76.767182,3,667464320.11,8694657
2026-09-03,OAO,1.02534,455,1074217014.78,1047668906
2026-09-03,OBI,3.23407,485,327360715.74,101222506
2026-09-03,OBN,58.67277,238,266611118.21,4544035
2026-09-03,OBP,0.208341,836,39449295.69,189349344
2026-09-03,OBR,54.446977,10163,43531309719.34,799517478
2026-09-03,OCM,69.541856,2,508571068.27,7313165
2026-09-03,OCN,50.850259,4,119025455.49,2340705
2026-09-03,OCT,73.371876,5,456126100.19,6216634
2026-09-03,ODD,11.107006,31,473445456.77,42625838
2026-09-03,ODG,1.174606,41,66668026.32,56757787
2026-09-03,ODN,58.644978,5232,40799084251.13,695696129
2026-09-03,ODP,7.090503,146,300509928.34,42382030
2026-09-03,ODS,70.087028,107,117965158.8,1683124
2026-09-03,ODV,19.418268,3811,1601035863.21,82449982
2026-09-03,OFA,57.790253,125,234445175.94,4056829
2026-09-03,OFB,11.501744,13,1022475954.03,88897469
2026-09-03,OFI,4.089571,583,157249799.19,38451420
2026-09-03,OFK,52.388701,261,964217869.17,18405073
2026-09-03,OFO,69.034823,1,2168646388.14,31413804
2026-09-03,OFS,8.308994,435,187152129.84,22524042
2026-09-03,OGD,11.542147,3117,771345524.49,66828600
2026-09-03,OGF,9.558383,420,143399770.22,15002513
2026-09-03,OGV,72.627768,1,286370927.07,3942995
2026-09-03,OHB,23.909029,1049,1385848121.15,57963379
2026-09-03,OHI,0.102894,44,1013469522.79,9849630500
2026-09-03,OHK,2.913702,1261,32200910.89,11051544
2026-09-03,OIL,3.875359,663,44260974.7,11421128
2026-09-03,OIR,5.087385,231,19456428.84,3824446
2026-09-03,OIS,3.439401,2,655700831.49,190643928
2026-09-03,OJB,53.745541,6722,26575499235.48,494468910
2026-09-03,OJH,9.592289,27,22788102.82,2375669
2026-09-03,OJK,13.312077,27685,46080714106.92,3461572134
2026-09-03,OJT,12.759812,11173,4601896215.62,360655499
2026-09-03,OJU,69.484521,2,55967141.22,805462
2026-09-03,OJY,73.191834,6,2516641917.11,34384190
2026-09-03,OKD,0.612461,979,82956454.35,135447765
2026-09-03,OKF,4.785728,12,8484973501.47,1772974341
2026-09-03,OKP,6.551244,440,77397688.04,11814198
2026-09-03,OKT,0.165694,852,110547531.93,667180548
2026-09-03,OLA,53.941391,32,20615050.45,382174.99
2026-09-03,OLD,3.131172,5519,137908320.29,44043670
2026-09-03,OLE,5.142068,492,326117638.56,63421493
2026-09-03,OMB,64.771649,3,227599997.75,3513883
2026-09-03,OMC,72.476742,2,410146099.88,5659003
2026-09-03,OME,21.636892,68,72744484.24,3362058
2026-09-03,OMG,1.829427,705,1281266016.68,700364623
2026-09-03,OMT,1.007885,56,104594193.44,103775878
2026-09-03,ONB,52.919324,567,5464076551.66,103252955
2026-09-03,OND,48.352114,624,3470231235.7,71770000.01
2026-09-03,ONE,1.465111,699,32941276.15,22483804.476
2026-09-03,ONF,66.541471,872,3265820352.45,49079473
2026-09-03,ONK,60.651173,21376,94491578527.4,1557951372
2026-09-03,ONN,6.557078,596,1680325606.39,256261359
2026-09-03,ONS,54.641595,23599,163519765021.13,2992587676
2026-09-03,ONT,53.306947,374,4872848028.34,91411125
2026-09-03,ONY,66.944474,740,2381607497.02,35575864
2026-09-03,OPB,13.635495,419,50439141.18,3699106
2026-09-03,OPD,8.63286,21,68597925.14,7946141
2026-09-03,OPF,3.212671,1039,451477740.84,140530355
2026-09-03,OPH,25.56302,2485,906056465.17,35444031
2026-09-03,OPI,22.819118,1524,218086873.25,9557200
2026-09-03,OPJ,1.705705,2246,1986336987.17,1164525632
2026-09-03,OPL,9.669033,494,35802573.69,3702808
2026-09-03,OPZ,5.799685,1,725871113.21,125156982
2026-09-03,ORC,1.501663,56,1403864000.06,934872681
2026-09-03,ORI,61.517511,5,1707281015.48,27752765
2026-09-03,OSD,14.436901,849,615648361.13,42644081
2026-09-03,OSF,112.638919,17,3662464917.36,32515093
2026-09-03,OSH,0.564682,17,63695175.91,112798247
2026-09-03,OSL,0.158059,4077,1480946947.06,9369578754
2026-09-03,OSN,1.587685,101,35329358.01,22252122
2026-09-03,OTE,67.111716,2,195614946.91,2914766
2026-09-03,OTF,7.010945,1943,649458032,92634882
2026-09-03,OTJ,7.222015,22028,3212166716.68,444774333
2026-09-03,OTK,8.500969,65,4633920.72,545105
2026-09-03,OTM,1.275014,95,13376247.5,10491063
2026-09-03,OTZ,70.705354,4,316208979.44,4472207
2026-09-03,OUB,7.199344,14,899433867.14,124932746
2026-09-03,OUD,67.566789,120,149610978.46,2214268
2026-09-03,OUN,54.503462,314,231026223.63,4238744
2026-09-03,OUR,84.815108,11,31848751.75,375508
2026-09-03,OUY,66.205745,2,1685080874.02,25452185
2026-09-03,OVD,3.545179,3099,786634632.74,221888579
2026-09-03,OVR,69.006196,1,492217953.75,7132953
2026-09-03,OYL,0.163928,8185,3431108347.75,20930619563
2026-09-03,OYS,9.713681,11,15374859800.35,1582804739
2026-09-03,OYT,0.139754,65,1903908325.32,13623254841
2026-09-03,OZC,2.824462,1,280305317.07,99242027
2026-09-03,P1A,1.553198,319,753309479.5,485005592
2026-09-03,PA2,1.084511,533,53926668.9,49724415
2026-09-03,PAB,1.430967,652,132021382.59,92260261
2026-09-03,PAC,3.040011,1,779055197.77,256267233
2026-09-03,PAF,3.520872,3251,278012291.81,78961193
2026-09-03,PAI,6.437688,520,424290156.93,65907226
2026-09-03,PAL,57.564349,31121,152560142190.16,2650253935
2026-09-03,PAO,1.090735,226,3985323.12,3653795
2026-09-03,PAU,68.375398,3865,11468128032.99,167723016
2026-09-03,PBE,6.312417,11,49294724.2,7809168
2026-09-03,PBF,1.717047,2,1638463518.76,954233191
2026-09-03,PBH,1.191907,12,2858626955.37,2398364628
2026-09-03,PBI,2.329275,717,123236232.06,52907540
2026-09-03,PBK,58.613317,112,107543011.31,1834788
2026-09-03,PBN,1.695834,681,520524306.12,306942903
2026-09-03,PBR,3.478615,30139,2793110178,802937525
2026-09-03,PBS,70.281658,22,397716452.46,5658894
2026-09-03,PBY,1.339456,54,179691800.4,134152805
2026-09-03,PCE,1.286745,149,57231164.88,44477456
2026-09-03,PCH,4.034947,57,914426846.88,226626713
2026-09-03,PCN,65.926637,12,567331410.74,8605496
2026-09-03,PCS,6.291601,34,73227131058.45,11638869869
2026-09-03,PDC,0.250987,15,272238916.11,1084675311
2026-09-03,PDD,6.030402,176,836833656.86,138769125
2026-09-03,PDE,1.314999,14,12841945781.05,9765747500
2026-09-03,PDF,60.982903,55,473408565.94,7762972
2026-09-03,PDG,0.553832,11,601649067.87,1086338077
2026-09-03,PDH,19.320903,78,5420592859.19,280555872
2026-09-03,PDR,1.022849,2,2300505717.75,2249115622
2026-09-03,PDS,0.314342,41,84900483.35,270089633
2026-09-03,PEA,1.45233,102,68663075.61,47277888
2026-09-03,PFO,2.38385,285,76534348.45,32105348
2026-09-03,PFS,2.910676,92,15393791.53,5288734
2026-09-03,PGD,1.806901,157,185683899.61,102763713
2026-09-03,PGE,25.74759,45,10397582356.27,403827399
2026-09-03,PGH,5.254934,12,6980254149.26,1328323884
2026-09-03,PGS,1.318006,436,170916987.44,129678500
2026-09-03,PHB,2.240519,14,11766166757.38,5251536912
2026-09-03,PHE,3.230415,109057,19351101968.61,5990283734
2026-09-03,PHF,1.320721,12,388313860.89,294016510
2026-09-03,PHI,1.585007,137,80706764.31,50918878
2026-09-03,PHK,1.57656,246,78395157.08,49725445
2026-09-03,PHN,838.59234,17,7938006072.68,9465870
2026-09-03,PHS,4.559355,16,185061925.08,40589501
2026-09-03,PHY,5.04656,45,634137573.2,125657393
2026-09-03,PID,1.905312,109,53976250.57,28329356
2026-09-03,PIL,3.876787,8065,444501099.64,114657095
2026-09-03,PIP,1.705831,382,20811481335.77,12200198319
2026-09-03,PIR,1.662441,887,106479288,64049954
2026-09-03,PIS,1.481733,198,1288745567.78,869755355
2026-09-03,PJL,5.269187,869,1266729532.49,240403207
2026-09-03,PJP,50.414162,14,406082650.54,8054932
2026-09-03,PK1,1.060686,142,9414567.35,8875919
2026-09-03,PKD,0.948498,140,22101259.33,23301325
2026-09-03,PKF,4.689236,1552,388361435.76,82819775
2026-09-03,PKH,0.764109,11,106054818.64,138795396
2026-09-03,PKL,2.529074,13,3036008975.16,1200442859
2026-09-03,PKM,1.085007,588,516754508.82,476268157
2026-09-03,PKN,2.691981,10,25647310.21,9527300
2026-09-03,PKP,1.274571,93,529304043.66,415280276
2026-09-03,PKR,1.557119,213,620656227.97,398592664
2026-09-03,PKT,1.616248,1132,13982757025.01,8651366122
2026-09-03,PKU,14.388235,45,7904667835.03,549384122
2026-09-03,PKV,2.088665,2939,14843543544.02,7106711886
2026-09-03,PKZ,12.794759,16,48645971165.23,3802023376
2026-09-03,PLA,1.294264,118,659034.28,509196
2026-09-03,PLR,1.694451,900,972831454.83,574127925
2026-09-03,PLS,26.870164,7,936014889.92,34834729
2026-09-03,PMG,1.593183,1,1393527521.79,874681642
2026-09-03,PMH,0.005206,43,57375.96,11021437
2026-09-03,PMP,0.727178,396,12666930,17419293
2026-09-03,PNU,1.25716,25821,34868260170.52,27735746743
2026-09-03,PO7,1.003064,43,1618113815.68,1613170961
2026-09-03,PO8,2.747779,48,261120031.4,95029485
2026-09-03,PO9,0.714352,148,206331179.07,288836832
2026-09-03,POB,4.19099,42,4337464076.33,1034949682
2026-09-03,POD,69.426025,1418,4222150377.14,60815096
2026-09-03,POF,2.462555,45,2637990975.41,1071241579
2026-09-03,POH,0.952045,4,1629350485.85,1711421252
2026-09-03,POI,0.048769,42,222201993.11,4556187573
2026-09-03,POS,1.177218,396,76425620.8,64920549
2026-09-03,POU,3.022125,73,7988423152.74,2643312925
2026-09-03,PP1,1.678773,241,32794201.53,19534625
2026-09-03,PPB,9.967178,1498,373778148.55,37500902
2026-09-03,PPD,35.08527,105,2264997515.63,64556935
2026-09-03,PPE,63.228164,65,756044390.01,11957399
2026-09-03,PPF,5.244216,22,338246691.19,64498999
2026-09-03,PPG,1.473479,1724,2250563388.95,1527380243
2026-09-03,PPH,1.631472,2411,61443736.99,37661537
2026-09-03,PPI,2.31425,2827,6227655426.96,2691004055
2026-09-03,PPJ,1.87705,6596,82732798269.45,44075964948
2026-09-03,PPK,2.28146,3141,5900769009.4,2586399847
2026-09-03,PPM,2.200741,146,131208185.24,59620006
2026-09-03,PPN,5.852885,13277,12649508741.05,2161243477
2026-09-03,PPO,2.585486,44,158189668.53,61183726
2026-09-03,PPP,3.165003,360,7944962925.76,2510254267
2026-09-03,PPS,3.88077,2282,1095380914.02,282258657
2026-09-03,PPT,3.329031,3767,1985000566.65,596269816
2026-09-03,PPU,1.760572,44,282118469.16,160242537
2026-09-03,PPV,1.166967,181,12677480553.13,10863612394
2026-09-03,PPZ,6.679355,8291,12886270274.45,1929268731
2026-09-03,PRD,2.375988,594,425884510.22,179245265
2026-09-03,PRF,69.470692,2,201812290.96,2904999
2026-09-03,PRH,2.218581,289,640598748.89,288742554
2026-09-03,PRR,1.352573,161,817759972.36,604595696
2026-09-03,PRU,3.721151,1417,2961072287.95,795741063
2026-09-03,PRV,1.363198,83,4656051336.61,3415536780
2026-09-03,PRY,3.22492,52362,100072811289.39,31031097495
2026-09-03,PSD,54.237364,1,2764053469.09,50962165
2026-09-03,PSE,1.904896,5699,25436014984.99,13352970676
2026-09-03,PSG,9.084818,16,358083795.87,39415627
2026-09-03,PSH,1.036136,354,16627078.8,16047191
2026-09-03,PSL,8.576787,54,255186894.42,29753204
2026-09-03,PSO,0.439786,1,899919788.27,2046269480
2026-09-03,PSR,2.938312,45,1219814859.26,415141394
2026-09-03,PSS,6.083592,11,213542886.29,35101447
2026-09-03,PST,0.009164,48,38691009.84,4222197261
2026-09-03,PTC,66.51635,16,1060536891.89,15944003
2026-09-03,PTE,1.723336,4771,48910231009.07,28381130378.92
2026-09-03,PTF,1.458124,286,821242264.27,563218252
2026-09-03,PTG,64.690154,1,117736080.52,1820000
2026-09-03,PTL,1.891696,1584,951081681.14,502766758
2026-09-03,PTN,1.618373,853,911612465.69,563289319
2026-09-03,PTO,1.846134,3276,204158296.25,110586932
2026-09-03,PTP,1.211718,297,92515679.64,76350831
2026-09-03,PTS,1.623965,964,8908004182.42,5485342285
2026-09-03,PUA,9.928681,1,4937251655.64,497271653
2026-09-03,PUC,7.489669,693,435550991.45,58153573
2026-09-03,PUH,1.632744,23,347500258.28,212832098
2026-09-03,PUK,1.212106,11368,1408930997.84,1162382516
2026-09-03,PUR,10.583714,39367,124635296083.99,11776140174
2026-09-03,PUT,8.085332,1,7097202421.94,877787362
2026-09-03,PUV,57.619012,1,1230156276.91,21349833
2026-09-03,PVK,5.845369,8298,37914884665.47,6486312010
2026-09-03,PYB,1.891861,1129,799983398.99,422855180
2026-09-03,PYD,0.168783,44,30807758.5,182529203
2026-09-03,PYF,10.680226,10,3127509343.06,292831748
2026-09-03,PYH,6.560299,11,3851704062.91,587123272
2026-09-03,PYI,9.569696,44,2446160017.94,255615232
2026-09-03,PYL,9.557291,33,554910299.4,58061461
2026-09-03,PYR,1.194921,1115,56319051.47,47132037
2026-09-03,PYS,60.175946,43,1133650065.89,18838924
2026-09-03,RAF,3.747284,12,156481286.83,41758590
2026-09-03,RAI,2.088077,1,5452525753.47,2611267131
2026-09-03,RAN,59.369222,1,1103184280.85,18581754
2026-09-03,RAV,1.539169,12,1131864131,735373680
